Round,HomeTeam,AwayTeam,Home01_No,Home01_Name,Home02_No,Home02_Name,Home03_No,Home03_Name,Home04_No,Home04_Name,Home05_No,Home05_Name,Home06_No,Home06_Name,Home07_No,Home07_Name,Home08_No,Home08_Name,Home09_No,Home09_Name,Home10_No,Home10_Name,Home11_No,Home11_Name,Away01_No,Away01_Name,Away02_No,Away02_Name,Away03_No,Away03_Name,Away04_No,Away04_Name,Away05_No,Away05_Name,Away06_No,Away06_Name,Away07_No,Away07_Name,Away08_No,Away08_Name,Away09_No,Away09_Name,Away10_No,Away10_Name,Away11_No,Away11_Name
6,Everton,Norwich City,1,Jordan Pickford,22,Ben Godfrey,13,Yerry Mina,5,Michael Keane,12,Lucas Digne,14,Andros Townsend,16,Abdoulaye Doucouré,6,Allan,17,Alex Iwobi,11,Demarai Gray,33,José Salomon Rondon,22,Teemu Pukki,24,Joshua Sargent,21,Brandon Williams,23,Kenny McLean,16,Mathias Normann,20,Pierre Lees-Melou,2,Max Aarons,4,Ben Gibson,5,Grant Hanley,15,Ozan Kabak,1,Tim Krul
6,Leeds United,West Ham United,1,Illan Meslier,46,Jamie Shackleton,35,Charlie Cresswell,6,Liam Cooper,3,Junior Firpo,23,Kalvin Phillips,10,Raphinha,43,Mateusz Klich,15,Stuart Dallas,20,Daniel James,19,Rodrigo,9,Michail Antonio,22,Said Benrahma,8,Pablo Fornals,20,Jarrod Bowen,41,Declan Rice,28,Tomas Soucek,3,Aaron Cresswell,21,Angelo Ogbonna,4,Kurt Zouma,5,Vladimir Coufal,1,Lukasz Fabianski
6,Leicester City,Burnley,1,Kasper Schmeichel,21,Ricardo Pereira,4,Caglar Söyüncü,23,Jannik Vestergaard,5,Ryan Bertrand,8,Youri Tielemans,25,Wilfred Ndidi,42,Boubakary Soumaré,37,Ademola Lookman,7,Harvey Barnes,9,Jamie Vardy,9,Chris Wood,27,Matej Vydra,20,Maxwel Cornet,8,Josh Brownhill,18,Ashley Westwood,11,Dwight McNeil,3,Charlie Taylor,6,Ben Mee,5,James Tarkowski,2,Matthew Lowton,1,Nick Pope
6,Watford,Newcastle United,1,Ben Foster,21,Kiko,5,William Troost-Ekong,15,Craig Cathcart,3,Danny Rose,33,Juraj Kucka,19,Moussa Sissoko,23,Ismaila Sarr,8,Tom Cleverley,25,Emmanuel Dennis,7,Joshua King,10,Allan Saint-Maximin,7,Joelinton,36,Sean Longstaff,28,Joseph Willock,24,Miguel Almiron,11,Matt Ritchie,2,Ciaran Clark,18,Federico Fernández,14,Isaac Hayden,19,Javier Manquillo,26,Karl Darlow
6,Brentford,Liverpool,1,David Raya,20,Kristoffer Ajer,18,Pontus Jansson,5,Ethan Pinnock,7,Sergi Canos,15,Frank Onyeka,6,Christian Nørgaard,27,Vitaly Janelt,3,Rico Henry,19,Bryan Mbeumo,17,Ivan Toney,10,Sadio Mané,20,Diogo Jota,11,Mohamed Salah,17,Curtis Jones,3,Fabinho,14,Jordan Henderson,26,Andrew Robertson,4,Virgil van Dijk,32,Joel Matip,66,Trent Alexander-Arnold,1,Alisson Becker
6,Southampton,Wolverhampton Wanderers,1,Alex McCarthy,21,Valentino Livramento,35,Jan Bednarek,22,Mohammed Salisu,2,Kyle Walker-Peters,24,Mohamed Elyounoussi,8,James Ward-Prowse,6,Oriol Romeu,11,Nathan Redmond,10,Che Adams,9,Adam Armstrong,26,Hee-Chan Hwang,9,Raul Jiménez,10,Daniel Podence,5,Fernando Marcal,32,Leander Dendoncker,28,Joao Moutinho,22,Nélson Semedo,27,Romain Saiss,16,Conor Coady,23,Max Kilman,1,José Sá
6,Arsenal,Tottenham Hotspur,32,Aaron Ramsdale,18,Takehiro Tomiyasu,4,Ben White,6,Gabriel,3,Kieran Tierney,5,Thomas Partey,34,Granit Xhaka,7,Bukayo Saka,8,Martin Ødegaard,10,Emile Smith Rowe,14,Pierre-Emerick Aubameyang,7,Heung-Min Son,10,Harry Kane,27,Lucas Moura,20,Dele Alli,5,Pierre-Emile Højbjerg,28,Tanguy Ndombélé,3,Sergio Reguilon,15,Eric Dier,6,Davinson Sánchez,25,Japhet Tanganga,1,Hugo Lloris
6,Crystal Palace,Brighton & Hove Albion,13,Vicente Guaita,2,Joel Ward,16,Joachim Andersen,6,Marc Guehi,3,Tyrick Mitchell,23,Conor Gallagher,4,Luka Milivojevic,18,James McArthur,9,Jordan Ayew,22,Odsonne Edouard,11,Wilfried Zaha,18,Danny Welbeck,9,Neal Maupay,11,Leandro Trossard,3,Marc Cucurella,14,Adam Lallana,13,Pascal Gross,34,Joel Veltman,33,Daniel Burn,5,Lewis Dunk,24,Shane Duffy,1,Robert Sánchez
7,Manchester United,Everton,1,David De Gea,29,Aaron Wan-Bissaka,2,Victor Nilsson Lindelöf,19,Raphaël Varane,23,Luke Shaw,39,Scott McTominay,17,Fred,11,Mason Greenwood,18,Bruno Fernandes,9,Anthony Martial,21,Édinson Cavani,33,José Salomon Rondon,11,Demarai Gray,24,Anthony Gordon,6,Allan,16,Abdoulaye Doucouré,14,Andros Townsend,12,Lucas Digne,5,Michael Keane,13,Yerry Mina,22,Ben Godfrey,1,Jordan Pickford
7,Burnley,Norwich City,1,Nick Pope,2,Matthew Lowton,5,James Tarkowski,22,Nathan Collins,3,Charlie Taylor,17,Aaron Lennon,18,Ashley Westwood,8,Josh Brownhill,11,Dwight McNeil,27,Matej Vydra,9,Chris Wood,22,Teemu Pukki,24,Joshua Sargent,23,Kenny McLean,16,Mathias Normann,20,Pierre Lees-Melou,30,Dimitrios Giannoulis,15,Ozan Kabak,5,Grant Hanley,4,Ben Gibson,2,Max Aarons,1,Tim Krul
7,Chelsea,Southampton,16,Edouard Mendy,14,Trevoh Chalobah,6,Thiago Silva,2,Antonio Rüdiger,28,César Azpilicueta,8,Mateo Kovacic,12,Ruben Loftus-Cheek,21,Ben Chilwell,11,Timo Werner,20,Callum Hudson-Odoi,9,Romelu Lukaku,9,Adam Armstrong,11,Nathan Redmond,23,Nathan Tella,8,James Ward-Prowse,6,Oriol Romeu,32,Theo Walcott,2,Kyle Walker-Peters,22,Mohammed Salisu,35,Jan Bednarek,21,Valentino Livramento,1,Alex McCarthy
7,Leeds United,Watford,1,Illan Meslier,46,Jamie Shackleton,14,Diego Llorente,6,Liam Cooper,3,Junior Firpo,23,Kalvin Phillips,10,Raphinha,15,Stuart Dallas,43,Mateusz Klich,20,Daniel James,19,Rodrigo,7,Joshua King,25,Emmanuel Dennis,18,Ozan Tufan,23,Ismaila Sarr,19,Moussa Sissoko,33,Juraj Kucka,3,Danny Rose,31,Francisco Sierralta,5,William Troost-Ekong,21,Kiko,1,Ben Foster
7,Wolverhampton Wanderers,Newcastle United,1,José Sá,23,Max Kilman,16,Conor Coady,27,Romain Saiss,22,Nélson Semedo,8,Ruben Neves,28,Joao Moutinho,5,Fernando Marcal,11,Trincao,9,Raul Jiménez,26,Hee-Chan Hwang,7,Joelinton,10,Allan Saint-Maximin,36,Sean Longstaff,28,Joseph Willock,24,Miguel Almiron,11,Matt Ritchie,2,Ciaran Clark,18,Federico Fernández,14,Isaac Hayden,19,Javier Manquillo,26,Karl Darlow
7,Brighton & Hove Albion,Arsenal,1,Robert Sánchez,24,Shane Duffy,5,Lewis Dunk,33,Daniel Burn,34,Joel Veltman,13,Pascal Gross,14,Adam Lallana,15,Jakub Moder,3,Marc Cucurella,11,Leandro Trossard,9,Neal Maupay,14,Pierre-Emerick Aubameyang,10,Emile Smith Rowe,8,Martin Ødegaard,7,Bukayo Saka,23,Albert Sambi Lokonga,5,Thomas Partey,3,Kieran Tierney,6,Gabriel,4,Ben White,18,Takehiro Tomiyasu,32,Aaron Ramsdale
7,Crystal Palace,Leicester City,13,Vicente Guaita,2,Joel Ward,16,Joachim Andersen,6,Marc Guehi,3,Tyrick Mitchell,23,Conor Gallagher,4,Luka Milivojevic,18,James McArthur,9,Jordan Ayew,22,Odsonne Edouard,11,Wilfried Zaha,9,Jamie Vardy,14,Kelechi Iheanacho,7,Harvey Barnes,8,Youri Tielemans,20,Hamza Choudhury,37,Ademola Lookman,5,Ryan Bertrand,23,Jannik Vestergaard,4,Caglar Söyüncü,27,Timothy Castagne,1,Kasper Schmeichel
7,Tottenham Hotspur,Aston Villa,1,Hugo Lloris,12,Emerson Royal,4,Cristian Romero,15,Eric Dier,3,Sergio Reguilon,5,Pierre-Emile Højbjerg,29,Oliver Skipp,27,Lucas Moura,28,Tanguy Ndombélé,7,Heung-Min Son,10,Harry Kane,11,Ollie Watkins,20,Danny Ings,3,Matt Targett,41,Jacob Ramsey,6,Douglas Luiz,7,John McGinn,2,Matty Cash,5,Tyrone Mings,30,Kortney Hause,4,Ezri Konsa,1,Emiliano Martinez
7,West Ham United,Brentford,1,Lukasz Fabianski,5,Vladimir Coufal,4,Kurt Zouma,21,Angelo Ogbonna,3,Aaron Cresswell,28,Tomas Soucek,41,Declan Rice,20,Jarrod Bowen,22,Said Benrahma,8,Pablo Fornals,9,Michail Antonio,17,Ivan Toney,19,Bryan Mbeumo,3,Rico Henry,15,Frank Onyeka,6,Christian Nørgaard,26,Shandon Baptiste,7,Sergi Canos,5,Ethan Pinnock,18,Pontus Jansson,22,Mathias Jørgensen,1,David Raya
7,Liverpool,Manchester City,1,Alisson Becker,7,James Milner,32,Joel Matip,4,Virgil van Dijk,26,Andrew Robertson,14,Jordan Henderson,3,Fabinho,17,Curtis Jones,11,Mohamed Salah,20,Diogo Jota,10,Sadio Mané,47,Phil Foden,10,Jack Grealish,9,Gabriel Jesus,17,Kevin De Bruyne,16,Rodri,20,Bernardo Silva,27,Joao Cancelo,14,Aymeric Laporte,3,Ruben Dias,2,Kyle Walker,31,Ederson Moraes
8,Watford,Liverpool,1,Ben Foster,21,Kiko,15,Craig Cathcart,5,William Troost-Ekong,3,Danny Rose,25,Emmanuel Dennis,33,Juraj Kucka,19,Moussa Sissoko,11,Adam Masina,23,Ismaila Sarr,29,Juan Hernández,10,Sadio Mané,9,Roberto Firmino,11,Mohamed Salah,8,Naby Keita,14,Jordan Henderson,7,James Milner,26,Andrew Robertson,4,Virgil van Dijk,32,Joel Matip,66,Trent Alexander-Arnold,62,Caoimhin Kelleher
8,Aston Villa,Wolverhampton Wanderers,1,Emiliano Martinez,4,Ezri Konsa,16,Axel Tuanzebe,5,Tyrone Mings,2,Matty Cash,7,John McGinn,6,Douglas Luiz,10,Emiliano Buendia,3,Matt Targett,11,Ollie Watkins,20,Danny Ings,26,Hee-Chan Hwang,37,Adama Traoré,32,Leander Dendoncker,5,Fernando Marcal,28,Joao Moutinho,8,Ruben Neves,22,Nélson Semedo,27,Romain Saiss,16,Conor Coady,23,Max Kilman,1,José Sá
8,Leicester City,Manchester United,1,Kasper Schmeichel,18,Daniel Amartey,6,Jonny Evans,4,Caglar Söyüncü,21,Ricardo Pereira,8,Youri Tielemans,42,Boubakary Soumaré,27,Timothy Castagne,10,James Maddison,14,Kelechi Iheanacho,9,Jamie Vardy,7,Cristiano Ronaldo,25,Jadon Sancho,18,Bruno Fernandes,11,Mason Greenwood,6,Paul Pogba,31,Nemanja Matic,23,Luke Shaw,5,Harry Maguire,2,Victor Nilsson Lindelöf,29,Aaron Wan-Bissaka,1,David De Gea
8,Manchester City,Burnley,13,Zack Steffen,27,Joao Cancelo,5,John Stones,14,Aymeric Laporte,6,Nathan Aké,20,Bernardo Silva,16,Rodri,17,Kevin De Bruyne,26,Riyad Mahrez,7,Raheem Sterling,47,Phil Foden,9,Chris Wood,11,Dwight McNeil,20,Maxwel Cornet,18,Ashley Westwood,4,Jack Cork,8,Josh Brownhill,23,Erik Pieters,5,James Tarkowski,22,Nathan Collins,2,Matthew Lowton,1,Nick Pope
8,Norwich City,Brighton & Hove Albion,1,Tim Krul,2,Max Aarons,15,Ozan Kabak,5,Grant Hanley,4,Ben Gibson,30,Dimitrios Giannoulis,20,Pierre Lees-Melou,16,Mathias Normann,23,Kenny McLean,24,Joshua Sargent,22,Teemu Pukki,9,Neal Maupay,11,Leandro Trossard,3,Marc Cucurella,15,Jakub Moder,14,Adam Lallana,13,Pascal Gross,34,Joel Veltman,33,Daniel Burn,5,Lewis Dunk,24,Shane Duffy,1,Robert Sánchez
8,Southampton,Leeds United,1,Alex McCarthy,21,Valentino Livramento,35,Jan Bednarek,22,Mohammed Salisu,15,Romain Perraud,19,Moussa Djenepo,6,Oriol Romeu,27,Ibrahima Diallo,24,Mohamed Elyounoussi,18,Armando Broja,11,Nathan Redmond,19,Rodrigo,22,Jack Harrison,11,Tyler Roberts,43,Mateusz Klich,20,Daniel James,21,Pascal Struijk,15,Stuart Dallas,6,Liam Cooper,14,Diego Llorente,46,Jamie Shackleton,1,Illan Meslier
8,Brentford,Chelsea,1,David Raya,22,Mathias Jørgensen,18,Pontus Jansson,5,Ethan Pinnock,7,Sergi Canos,15,Frank Onyeka,6,Christian Nørgaard,8,Mathias Jensen,3,Rico Henry,17,Ivan Toney,19,Bryan Mbeumo,9,Romelu Lukaku,11,Timo Werner,21,Ben Chilwell,8,Mateo Kovacic,12,Ruben Loftus-Cheek,7,N'Golo Kanté,28,César Azpilicueta,31,Malang Sarr,4,Andreas Christensen,14,Trevoh Chalobah,16,Edouard Mendy
8,Everton,West Ham United,1,Jordan Pickford,23,Seamus Coleman,22,Ben Godfrey,5,Michael Keane,12,Lucas Digne,16,Abdoulaye Doucouré,6,Allan,14,Andros Townsend,11,Demarai Gray,17,Alex Iwobi,33,José Salomon Rondon,9,Michail Antonio,8,Pablo Fornals,22,Said Benrahma,20,Jarrod Bowen,41,Declan Rice,28,Tomas Soucek,3,Aaron Cresswell,21,Angelo Ogbonna,4,Kurt Zouma,31,Ben Johnson,1,Lukasz Fabianski
8,Newcastle United,Tottenham Hotspur,26,Karl Darlow,19,Javier Manquillo,6,Jamaal Lascelles,2,Ciaran Clark,11,Matt Ritchie,14,Isaac Hayden,10,Allan Saint-Maximin,28,Joseph Willock,36,Sean Longstaff,7,Joelinton,9,Callum Wilson,10,Harry Kane,7,Heung-Min Son,28,Tanguy Ndombélé,27,Lucas Moura,29,Oliver Skipp,5,Pierre-Emile Højbjerg,3,Sergio Reguilon,15,Eric Dier,4,Cristian Romero,12,Emerson Royal,1,Hugo Lloris
8,Arsenal,Crystal Palace,32,Aaron Ramsdale,18,Takehiro Tomiyasu,4,Ben White,6,Gabriel,3,Kieran Tierney,5,Thomas Partey,8,Martin Ødegaard,19,Nicolas Pépé,10,Emile Smith Rowe,7,Bukayo Saka,14,Pierre-Emerick Aubameyang,20,Christian Benteke,22,Odsonne Edouard,23,Conor Gallagher,9,Jordan Ayew,18,James McArthur,4,Luka Milivojevic,3,Tyrick Mitchell,6,Marc Guehi,16,Joachim Andersen,2,Joel Ward,13,Vicente Guaita
9,Arsenal,Aston Villa,32,Aaron Ramsdale,18,Takehiro Tomiyasu,4,Ben White,6,Gabriel,20,Nuno Tavares,7,Bukayo Saka,5,Thomas Partey,23,Albert Sambi Lokonga,10,Emile Smith Rowe,9,Alexandre Lacazette,14,Pierre-Emerick Aubameyang,11,Ollie Watkins,20,Danny Ings,10,Emiliano Buendia,3,Matt Targett,6,Douglas Luiz,7,John McGinn,2,Matty Cash,5,Tyrone Mings,16,Axel Tuanzebe,4,Ezri Konsa,1,Emiliano Martinez
9,Chelsea,Norwich City,16,Edouard Mendy,14,Trevoh Chalobah,6,Thiago Silva,2,Antonio Rüdiger,24,Reece James,5,Jorginho,8,Mateo Kovacic,21,Ben Chilwell,19,Mason Mount,20,Callum Hudson-Odoi,29,Kai Havertz,22,Teemu Pukki,24,Joshua Sargent,30,Dimitrios Giannoulis,23,Kenny McLean,16,Mathias Normann,20,Pierre Lees-Melou,2,Max Aarons,4,Ben Gibson,5,Grant Hanley,15,Ozan Kabak,1,Tim Krul
9,Crystal Palace,Newcastle United,13,Vicente Guaita,2,Joel Ward,16,Joachim Andersen,6,Marc Guehi,3,Tyrick Mitchell,4,Luka Milivojevic,18,James McArthur,7,Michael Olise,23,Conor Gallagher,22,Odsonne Edouard,20,Christian Benteke,10,Allan Saint-Maximin,9,Callum Wilson,21,Ryan Fraser,36,Sean Longstaff,14,Isaac Hayden,11,Matt Ritchie,2,Ciaran Clark,6,Jamaal Lascelles,17,Emil Krafth,19,Javier Manquillo,26,Karl Darlow
9,Everton,Watford,1,Jordan Pickford,23,Seamus Coleman,5,Michael Keane,22,Ben Godfrey,12,Lucas Digne,14,Andros Townsend,26,Tom Davies,6,Allan,24,Anthony Gordon,11,Demarai Gray,33,José Salomon Rondon,7,Joshua King,29,Juan Hernández,23,Ismaila Sarr,19,Moussa Sissoko,33,Juraj Kucka,18,Ozan Tufan,11,Adam Masina,15,Craig Cathcart,5,William Troost-Ekong,2,Jeremy Ngakia,1,Ben Foster
9,Leeds United,Wolverhampton Wanderers,1,Illan Meslier,46,Jamie Shackleton,14,Diego Llorente,6,Liam Cooper,15,Stuart Dallas,43,Mateusz Klich,21,Pascal Struijk,20,Daniel James,10,Raphinha,22,Jack Harrison,19,Rodrigo,9,Raul Jiménez,26,Hee-Chan Hwang,37,Adama Traoré,3,Rayan Ait Nouri,32,Leander Dendoncker,28,Joao Moutinho,22,Nélson Semedo,27,Romain Saiss,16,Conor Coady,23,Max Kilman,1,José Sá
9,Southampton,Burnley,1,Alex McCarthy,21,Valentino Livramento,35,Jan Bednarek,22,Mohammed Salisu,15,Romain Perraud,32,Theo Walcott,6,Oriol Romeu,27,Ibrahima Diallo,24,Mohamed Elyounoussi,11,Nathan Redmond,18,Armando Broja,9,Chris Wood,8,Josh Brownhill,20,Maxwel Cornet,4,Jack Cork,18,Ashley Westwood,11,Dwight McNeil,3,Charlie Taylor,5,James Tarkowski,22,Nathan Collins,2,Matthew Lowton,1,Nick Pope
9,Brighton & Hove Albion,Manchester City,1,Robert Sánchez,34,Joel Veltman,5,Lewis Dunk,33,Daniel Burn,3,Marc Cucurella,20,Solly March,13,Pascal Gross,14,Adam Lallana,15,Jakub Moder,11,Leandro Trossard,9,Neal Maupay,10,Jack Grealish,47,Phil Foden,9,Gabriel Jesus,8,Ilkay Gündogan,16,Rodri,20,Bernardo Silva,27,Joao Cancelo,14,Aymeric Laporte,3,Ruben Dias,2,Kyle Walker,31,Ederson Moraes
9,Brentford,Leicester City,1,David Raya,22,Mathias Jørgensen,18,Pontus Jansson,5,Ethan Pinnock,7,Sergi Canos,15,Frank Onyeka,6,Christian Nørgaard,8,Mathias Jensen,3,Rico Henry,19,Bryan Mbeumo,17,Ivan Toney,9,Jamie Vardy,14,Kelechi Iheanacho,10,James Maddison,27,Timothy Castagne,42,Boubakary Soumaré,8,Youri Tielemans,21,Ricardo Pereira,4,Caglar Söyüncü,6,Jonny Evans,18,Daniel Amartey,1,Kasper Schmeichel
9,West Ham United,Tottenham Hotspur,1,Lukasz Fabianski,31,Ben Johnson,4,Kurt Zouma,21,Angelo Ogbonna,3,Aaron Cresswell,28,Tomas Soucek,41,Declan Rice,20,Jarrod Bowen,22,Said Benrahma,8,Pablo Fornals,9,Michail Antonio,10,Harry Kane,7,Heung-Min Son,28,Tanguy Ndombélé,27,Lucas Moura,29,Oliver Skipp,5,Pierre-Emile Højbjerg,3,Sergio Reguilon,15,Eric Dier,4,Cristian Romero,12,Emerson Royal,1,Hugo Lloris
9,Manchester United,Liverpool,1,David De Gea,29,Aaron Wan-Bissaka,2,Victor Nilsson Lindelöf,5,Harry Maguire,23,Luke Shaw,39,Scott McTominay,17,Fred,11,Mason Greenwood,18,Bruno Fernandes,10,Marcus Rashford,7,Cristiano Ronaldo,20,Diogo Jota,9,Roberto Firmino,11,Mohamed Salah,7,James Milner,14,Jordan Henderson,8,Naby Keita,26,Andrew Robertson,4,Virgil van Dijk,5,Ibrahima Konaté,66,Trent Alexander-Arnold,1,Alisson Becker
10,Leicester City,Arsenal,1,Kasper Schmeichel,18,Daniel Amartey,6,Jonny Evans,4,Caglar Söyüncü,27,Timothy Castagne,8,Youri Tielemans,42,Boubakary Soumaré,33,Luke Thomas,10,James Maddison,14,Kelechi Iheanacho,9,Jamie Vardy,14,Pierre-Emerick Aubameyang,9,Alexandre Lacazette,10,Emile Smith Rowe,23,Albert Sambi Lokonga,5,Thomas Partey,7,Bukayo Saka,20,Nuno Tavares,6,Gabriel,4,Ben White,18,Takehiro Tomiyasu,32,Aaron Ramsdale
10,Burnley,Brentford,1,Nick Pope,2,Matthew Lowton,5,James Tarkowski,6,Ben Mee,3,Charlie Taylor,7,Johann Berg Gudmundsson,8,Josh Brownhill,18,Ashley Westwood,11,Dwight McNeil,9,Chris Wood,20,Maxwel Cornet,17,Ivan Toney,9,Marcus Forss,3,Rico Henry,6,Christian Nørgaard,8,Mathias Jensen,15,Frank Onyeka,7,Sergi Canos,5,Ethan Pinnock,18,Pontus Jansson,22,Mathias Jørgensen,40,Álvaro Fernández
10,Liverpool,Brighton & Hove Albion,1,Alisson Becker,66,Trent Alexander-Arnold,5,Ibrahima Konaté,4,Virgil van Dijk,26,Andrew Robertson,8,Naby Keita,14,Jordan Henderson,17,Curtis Jones,11,Mohamed Salah,9,Roberto Firmino,10,Sadio Mané,11,Leandro Trossard,15,Jakub Moder,14,Adam Lallana,20,Solly March,8,Yves Bissouma,12,Enock Mwepu,3,Marc Cucurella,5,Lewis Dunk,24,Shane Duffy,34,Joel Veltman,1,Robert Sánchez
10,Manchester City,Crystal Palace,31,Ederson Moraes,2,Kyle Walker,3,Ruben Dias,14,Aymeric Laporte,27,Joao Cancelo,17,Kevin De Bruyne,16,Rodri,20,Bernardo Silva,9,Gabriel Jesus,47,Phil Foden,10,Jack Grealish,22,Odsonne Edouard,11,Wilfried Zaha,9,Jordan Ayew,18,James McArthur,8,Cheikhou Kouyaté,23,Conor Gallagher,3,Tyrick Mitchell,6,Marc Guehi,16,Joachim Andersen,2,Joel Ward,13,Vicente Guaita
10,Newcastle United,Chelsea,26,Karl Darlow,19,Javier Manquillo,17,Emil Krafth,6,Jamaal Lascelles,2,Ciaran Clark,11,Matt Ritchie,36,Sean Longstaff,14,Isaac Hayden,21,Ryan Fraser,9,Callum Wilson,10,Allan Saint-Maximin,29,Kai Havertz,20,Callum Hudson-Odoi,22,Hakim Ziyech,21,Ben Chilwell,5,Jorginho,7,N'Golo Kanté,24,Reece James,2,Antonio Rüdiger,6,Thiago Silva,4,Andreas Christensen,16,Edouard Mendy
10,Watford,Southampton,1,Ben Foster,2,Jeremy Ngakia,5,William Troost-Ekong,15,Craig Cathcart,11,Adam Masina,23,Ismaila Sarr,19,Moussa Sissoko,33,Juraj Kucka,29,Juan Hernández,10,Joao Pedro,7,Joshua King,9,Adam Armstrong,10,Che Adams,11,Nathan Redmond,6,Oriol Romeu,8,James Ward-Prowse,24,Mohamed Elyounoussi,2,Kyle Walker-Peters,22,Mohammed Salisu,35,Jan Bednarek,21,Valentino Livramento,1,Alex McCarthy
10,Tottenham Hotspur,Manchester United,1,Hugo Lloris,12,Emerson Royal,4,Cristian Romero,15,Eric Dier,33,Ben Davies,29,Oliver Skipp,5,Pierre-Emile Højbjerg,27,Lucas Moura,18,Giovani Lo Celso,7,Heung-Min Son,10,Harry Kane,7,Cristiano Ronaldo,21,Édinson Cavani,18,Bruno Fernandes,23,Luke Shaw,17,Fred,39,Scott McTominay,29,Aaron Wan-Bissaka,5,Harry Maguire,19,Raphaël Varane,2,Victor Nilsson Lindelöf,1,David De Gea
10,Norwich City,Leeds United,1,Tim Krul,15,Ozan Kabak,5,Grant Hanley,44,Andrew Omobamidele,2,Max Aarons,16,Mathias Normann,23,Kenny McLean,17,Milot Rashica,10,Kieran Dowell,24,Joshua Sargent,22,Teemu Pukki,20,Daniel James,22,Jack Harrison,19,Rodrigo,10,Raphinha,15,Stuart Dallas,23,Kalvin Phillips,46,Jamie Shackleton,21,Pascal Struijk,6,Liam Cooper,14,Diego Llorente,1,Illan Meslier
10,Aston Villa,West Ham United,1,Emiliano Martinez,2,Matty Cash,4,Ezri Konsa,30,Kortney Hause,3,Matt Targett,7,John McGinn,19,Marvelous Nakamba,41,Jacob Ramsey,10,Emiliano Buendia,11,Ollie Watkins,31,Leon Bailey,9,Michail Antonio,8,Pablo Fornals,22,Said Benrahma,20,Jarrod Bowen,41,Declan Rice,28,Tomas Soucek,3,Aaron Cresswell,21,Angelo Ogbonna,4,Kurt Zouma,31,Ben Johnson,1,Lukasz Fabianski
10,Wolverhampton Wanderers,Everton,1,José Sá,23,Max Kilman,16,Conor Coady,27,Romain Saiss,22,Nélson Semedo,8,Ruben Neves,28,Joao Moutinho,3,Rayan Ait Nouri,11,Trincao,26,Hee-Chan Hwang,9,Raul Jiménez,11,Demarai Gray,7,Richarlison,17,Alex Iwobi,6,Allan,25,Jean-Philippe Gbamin,14,Andros Townsend,22,Ben Godfrey,4,Mason Holgate,5,Michael Keane,23,Seamus Coleman,1,Jordan Pickford
11,Southampton,Aston Villa,1,Alex McCarthy,21,Valentino Livramento,35,Jan Bednarek,22,Mohammed Salisu,2,Kyle Walker-Peters,17,Stuart Armstrong,8,James Ward-Prowse,6,Oriol Romeu,24,Mohamed Elyounoussi,9,Adam Armstrong,10,Che Adams,11,Ollie Watkins,21,Anwar El-Ghazi,10,Emiliano Buendia,31,Leon Bailey,19,Marvelous Nakamba,7,John McGinn,3,Matt Targett,5,Tyrone Mings,16,Axel Tuanzebe,2,Matty Cash,1,Emiliano Martinez
11,Manchester United,Manchester City,1,David De Gea,3,Eric Bailly,2,Victor Nilsson Lindelöf,5,Harry Maguire,29,Aaron Wan-Bissaka,39,Scott McTominay,17,Fred,23,Luke Shaw,18,Bruno Fernandes,11,Mason Greenwood,7,Cristiano Ronaldo,47,Phil Foden,20,Bernardo Silva,9,Gabriel Jesus,8,Ilkay Gündogan,16,Rodri,17,Kevin De Bruyne,27,Joao Cancelo,3,Ruben Dias,5,John Stones,2,Kyle Walker,31,Ederson Moraes
11,Brentford,Norwich City,40,Álvaro Fernández,22,Mathias Jørgensen,18,Pontus Jansson,5,Ethan Pinnock,7,Sergi Canos,27,Vitaly Janelt,6,Christian Nørgaard,8,Mathias Jensen,3,Rico Henry,17,Ivan Toney,19,Bryan Mbeumo,22,Teemu Pukki,17,Milot Rashica,10,Kieran Dowell,23,Kenny McLean,20,Pierre Lees-Melou,16,Mathias Normann,21,Brandon Williams,4,Ben Gibson,44,Andrew Omobamidele,2,Max Aarons,1,Tim Krul
11,Chelsea,Burnley,16,Edouard Mendy,4,Andreas Christensen,6,Thiago Silva,2,Antonio Rüdiger,24,Reece James,7,N'Golo Kanté,5,Jorginho,21,Ben Chilwell,18,Ross Barkley,20,Callum Hudson-Odoi,29,Kai Havertz,9,Chris Wood,20,Maxwel Cornet,11,Dwight McNeil,8,Josh Brownhill,18,Ashley Westwood,7,Johann Berg Gudmundsson,3,Charlie Taylor,6,Ben Mee,5,James Tarkowski,2,Matthew Lowton,1,Nick Pope
11,Crystal Palace,Wolverhampton Wanderers,13,Vicente Guaita,2,Joel Ward,16,Joachim Andersen,6,Marc Guehi,3,Tyrick Mitchell,23,Conor Gallagher,8,Cheikhou Kouyaté,18,James McArthur,11,Wilfried Zaha,20,Christian Benteke,22,Odsonne Edouard,9,Raul Jiménez,26,Hee-Chan Hwang,11,Trincao,3,Rayan Ait Nouri,28,Joao Moutinho,8,Ruben Neves,22,Nélson Semedo,27,Romain Saiss,16,Conor Coady,23,Max Kilman,1,José Sá
