Round,HomeTeam,AwayTeam,Home01_No,Home01_Name,Home02_No,Home02_Name,Home03_No,Home03_Name,Home04_No,Home04_Name,Home05_No,Home05_Name,Home06_No,Home06_Name,Home07_No,Home07_Name,Home08_No,Home08_Name,Home09_No,Home09_Name,Home10_No,Home10_Name,Home11_No,Home11_Name,Away01_No,Away01_Name,Away02_No,Away02_Name,Away03_No,Away03_Name,Away04_No,Away04_Name,Away05_No,Away05_Name,Away06_No,Away06_Name,Away07_No,Away07_Name,Away08_No,Away08_Name,Away09_No,Away09_Name,Away10_No,Away10_Name,Away11_No,Away11_Name
2,Aston Villa,Newcastle United,1,Emiliano Martinez,2,Matty Cash,4,Ezri Konsa,5,Tyrone Mings,18,Ashley Young,7,John McGinn,6,Douglas Luiz,41,Jacob Ramsey,10,Emiliano Buendia,20,Danny Ings,21,Anwar El-Ghazi,10,Allan Saint-Maximin,9,Callum Wilson,24,Miguel Almiron,14,Isaac Hayden,28,Joseph Willock,11,Matt Ritchie,18,Federico Fernández,6,Jamaal Lascelles,5,Fabian Schär,23,Jacob Murphy,27,Freddie Woodman
2,Crystal Palace,Brentford,13,Vicente Guaita,2,Joel Ward,16,Joachim Andersen,6,Marc Guehi,3,Tyrick Mitchell,23,Conor Gallagher,8,Cheikhou Kouyaté,18,James McArthur,11,Wilfried Zaha,20,Christian Benteke,15,Jeffrey Schlupp,17,Ivan Toney,19,Bryan Mbeumo,3,Rico Henry,27,Vitaly Janelt,6,Christian Nørgaard,15,Frank Onyeka,7,Sergi Canos,5,Ethan Pinnock,18,Pontus Jansson,20,Kristoffer Ajer,1,David Raya
2,Leeds United,Everton,1,Illan Meslier,2,Luke Ayling,21,Pascal Struijk,6,Liam Cooper,3,Junior Firpo,23,Kalvin Phillips,10,Raphinha,15,Stuart Dallas,43,Mateusz Klich,22,Jack Harrison,9,Patrick Bamford,9,Dominic Calvert-Lewin,7,Richarlison,11,Demarai Gray,17,Alex Iwobi,16,Abdoulaye Doucouré,6,Allan,12,Lucas Digne,5,Michael Keane,13,Yerry Mina,23,Seamus Coleman,1,Jordan Pickford
2,Manchester City,Norwich City,31,Ederson Moraes,2,Kyle Walker,3,Ruben Dias,14,Aymeric Laporte,27,Joao Cancelo,20,Bernardo Silva,16,Rodri,8,Ilkay Gündogan,9,Gabriel Jesus,21,Ferran Torres,10,Jack Grealish,22,Teemu Pukki,17,Milot Rashica,14,Todd Cantwell,7,Lukas Rupp,8,Billy Gilmour,20,Pierre Lees-Melou,30,Dimitrios Giannoulis,4,Ben Gibson,5,Grant Hanley,2,Max Aarons,1,Tim Krul
2,Brighton & Hove Albion,Watford,1,Robert Sánchez,4,Adam Webster,24,Shane Duffy,5,Lewis Dunk,13,Pascal Gross,14,Adam Lallana,8,Yves Bissouma,20,Solly March,11,Leandro Trossard,10,Alexis Mac Allister,9,Neal Maupay,25,Emmanuel Dennis,12,Ken Sema,6,Imran Louza,8,Tom Cleverley,23,Ismaila Sarr,4,Peter Etebo,11,Adam Masina,27,Christian Kabasele,5,William Troost-Ekong,15,Craig Cathcart,26,Daniel Bachmann
2,Southampton,Manchester United,1,Alex McCarthy,21,Valentino Livramento,5,Jack Stephens,22,Mohammed Salisu,15,Romain Perraud,32,Theo Walcott,6,Oriol Romeu,8,James Ward-Prowse,19,Moussa Djenepo,10,Che Adams,9,Adam Armstrong,9,Anthony Martial,6,Paul Pogba,18,Bruno Fernandes,11,Mason Greenwood,31,Nemanja Matic,17,Fred,23,Luke Shaw,5,Harry Maguire,2,Victor Nilsson Lindelöf,29,Aaron Wan-Bissaka,1,David De Gea
2,Wolverhampton Wanderers,Tottenham Hotspur,1,José Sá,23,Max Kilman,16,Conor Coady,27,Romain Saiss,22,Nélson Semedo,8,Ruben Neves,28,Joao Moutinho,5,Fernando Marcal,11,Trincao,9,Raul Jiménez,37,Adama Traoré,23,Steven Bergwijn,7,Heung-Min Son,27,Lucas Moura,20,Dele Alli,29,Oliver Skipp,5,Pierre-Emile Højbjerg,3,Sergio Reguilon,15,Eric Dier,6,Davinson Sánchez,25,Japhet Tanganga,1,Hugo Lloris
2,Arsenal,Chelsea,1,Bernd Leno,17,Cédric Soares,16,Rob Holding,22,Pablo Mari,3,Kieran Tierney,23,Albert Sambi Lokonga,34,Granit Xhaka,19,Nicolas Pépé,10,Emile Smith Rowe,7,Bukayo Saka,35,Gabriel Martinelli,9,Romelu Lukaku,29,Kai Havertz,19,Mason Mount,3,Marcos Alonso,8,Mateo Kovacic,5,Jorginho,24,Reece James,2,Antonio Rüdiger,4,Andreas Christensen,28,César Azpilicueta,16,Edouard Mendy
2,West Ham United,Leicester City,1,Lukasz Fabianski,5,Vladimir Coufal,15,Craig Dawson,21,Angelo Ogbonna,3,Aaron Cresswell,28,Tomas Soucek,41,Declan Rice,20,Jarrod Bowen,8,Pablo Fornals,22,Said Benrahma,9,Michail Antonio,9,Jamie Vardy,7,Harvey Barnes,10,James Maddison,17,Ayoze Pérez,25,Wilfred Ndidi,8,Youri Tielemans,33,Luke Thomas,4,Caglar Söyüncü,18,Daniel Amartey,21,Ricardo Pereira,1,Kasper Schmeichel
3,Manchester City,Arsenal,31,Ederson Moraes,2,Kyle Walker,3,Ruben Dias,14,Aymeric Laporte,27,Joao Cancelo,20,Bernardo Silva,16,Rodri,8,Ilkay Gündogan,9,Gabriel Jesus,21,Ferran Torres,10,Jack Grealish,14,Pierre-Emerick Aubameyang,10,Emile Smith Rowe,34,Granit Xhaka,8,Martin Ødegaard,7,Bukayo Saka,3,Kieran Tierney,31,Sead Kolasinac,16,Rob Holding,21,Calum Chambers,17,Cédric Soares,1,Bernd Leno
3,Aston Villa,Brentford,1,Emiliano Martinez,2,Matty Cash,4,Ezri Konsa,16,Axel Tuanzebe,3,Matt Targett,6,Douglas Luiz,33,Carney Chukwuemeka,21,Anwar El-Ghazi,10,Emiliano Buendia,18,Ashley Young,20,Danny Ings,17,Ivan Toney,19,Bryan Mbeumo,14,Saman Ghoddos,3,Rico Henry,27,Vitaly Janelt,6,Christian Nørgaard,7,Sergi Canos,5,Ethan Pinnock,18,Pontus Jansson,20,Kristoffer Ajer,1,David Raya
3,Brighton & Hove Albion,Everton,1,Robert Sánchez,4,Adam Webster,24,Shane Duffy,5,Lewis Dunk,15,Jakub Moder,13,Pascal Gross,14,Adam Lallana,8,Yves Bissouma,10,Alexis Mac Allister,11,Leandro Trossard,9,Neal Maupay,9,Dominic Calvert-Lewin,7,Richarlison,11,Demarai Gray,6,Allan,16,Abdoulaye Doucouré,14,Andros Townsend,12,Lucas Digne,5,Michael Keane,4,Mason Holgate,23,Seamus Coleman,1,Jordan Pickford
3,Newcastle United,Southampton,27,Freddie Woodman,23,Jacob Murphy,18,Federico Fernández,6,Jamaal Lascelles,5,Fabian Schär,11,Matt Ritchie,28,Joseph Willock,36,Sean Longstaff,24,Miguel Almiron,9,Callum Wilson,10,Allan Saint-Maximin,10,Che Adams,9,Adam Armstrong,19,Moussa Djenepo,8,James Ward-Prowse,6,Oriol Romeu,24,Mohamed Elyounoussi,2,Kyle Walker-Peters,22,Mohammed Salisu,5,Jack Stephens,21,Valentino Livramento,1,Alex McCarthy
3,Norwich City,Leicester City,1,Tim Krul,2,Max Aarons,5,Grant Hanley,4,Ben Gibson,21,Brandon Williams,20,Pierre Lees-Melou,8,Billy Gilmour,23,Kenny McLean,14,Todd Cantwell,22,Teemu Pukki,17,Milot Rashica,10,James Maddison,9,Jamie Vardy,7,Harvey Barnes,25,Wilfred Ndidi,8,Youri Tielemans,11,Marc Albrighton,33,Luke Thomas,4,Caglar Söyüncü,18,Daniel Amartey,21,Ricardo Pereira,1,Kasper Schmeichel
3,West Ham United,Crystal Palace,1,Lukasz Fabianski,5,Vladimir Coufal,15,Craig Dawson,21,Angelo Ogbonna,3,Aaron Cresswell,28,Tomas Soucek,41,Declan Rice,20,Jarrod Bowen,8,Pablo Fornals,22,Said Benrahma,9,Michail Antonio,9,Jordan Ayew,20,Christian Benteke,11,Wilfried Zaha,18,James McArthur,8,Cheikhou Kouyaté,23,Conor Gallagher,3,Tyrick Mitchell,6,Marc Guehi,16,Joachim Andersen,2,Joel Ward,13,Vicente Guaita
3,Liverpool,Chelsea,1,Alisson Becker,66,Trent Alexander-Arnold,32,Joel Matip,4,Virgil van Dijk,26,Andrew Robertson,67,Harvey Elliott,3,Fabinho,14,Jordan Henderson,11,Mohamed Salah,9,Roberto Firmino,10,Sadio Mané,9,Romelu Lukaku,19,Mason Mount,29,Kai Havertz,3,Marcos Alonso,7,N'Golo Kanté,5,Jorginho,24,Reece James,2,Antonio Rüdiger,4,Andreas Christensen,28,César Azpilicueta,16,Edouard Mendy
3,Burnley,Leeds United,1,Nick Pope,2,Matthew Lowton,5,James Tarkowski,6,Ben Mee,3,Charlie Taylor,7,Johann Berg Gudmundsson,18,Ashley Westwood,8,Josh Brownhill,11,Dwight McNeil,9,Chris Wood,10,Ashley Barnes,9,Patrick Bamford,22,Jack Harrison,19,Rodrigo,10,Raphinha,15,Stuart Dallas,23,Kalvin Phillips,2,Luke Ayling,6,Liam Cooper,21,Pascal Struijk,14,Diego Llorente,1,Illan Meslier
3,Tottenham Hotspur,Watford,1,Hugo Lloris,25,Japhet Tanganga,6,Davinson Sánchez,15,Eric Dier,3,Sergio Reguilon,5,Pierre-Emile Højbjerg,29,Oliver Skipp,20,Dele Alli,7,Heung-Min Son,10,Harry Kane,23,Steven Bergwijn,7,Joshua King,25,Emmanuel Dennis,33,Juraj Kucka,19,Moussa Sissoko,23,Ismaila Sarr,4,Peter Etebo,11,Adam Masina,31,Francisco Sierralta,5,William Troost-Ekong,15,Craig Cathcart,26,Daniel Bachmann
3,Wolverhampton Wanderers,Manchester United,1,José Sá,23,Max Kilman,16,Conor Coady,27,Romain Saiss,22,Nélson Semedo,8,Ruben Neves,28,Joao Moutinho,5,Fernando Marcal,11,Trincao,9,Raul Jiménez,37,Adama Traoré,11,Mason Greenwood,25,Jadon Sancho,18,Bruno Fernandes,21,Daniel James,17,Fred,6,Paul Pogba,23,Luke Shaw,5,Harry Maguire,19,Raphaël Varane,29,Aaron Wan-Bissaka,1,David De Gea
4,Crystal Palace,Tottenham Hotspur,13,Vicente Guaita,2,Joel Ward,16,Joachim Andersen,6,Marc Guehi,3,Tyrick Mitchell,23,Conor Gallagher,8,Cheikhou Kouyaté,18,James McArthur,9,Jordan Ayew,20,Christian Benteke,11,Wilfried Zaha,20,Dele Alli,10,Harry Kane,27,Lucas Moura,8,Harry Winks,29,Oliver Skipp,5,Pierre-Emile Højbjerg,3,Sergio Reguilon,15,Eric Dier,25,Japhet Tanganga,12,Emerson Royal,1,Hugo Lloris
4,Arsenal,Norwich City,32,Aaron Ramsdale,18,Takehiro Tomiyasu,4,Ben White,6,Gabriel,3,Kieran Tierney,23,Albert Sambi Lokonga,15,Ainsley Maitland-Niles,19,Nicolas Pépé,8,Martin Ødegaard,7,Bukayo Saka,14,Pierre-Emerick Aubameyang,18,Christos Tzolis,22,Teemu Pukki,10,Kieran Dowell,23,Kenny McLean,7,Lukas Rupp,20,Pierre Lees-Melou,21,Brandon Williams,5,Grant Hanley,44,Andrew Omobamidele,2,Max Aarons,1,Tim Krul
4,Brentford,Brighton & Hove Albion,1,David Raya,20,Kristoffer Ajer,18,Pontus Jansson,5,Ethan Pinnock,7,Sergi Canos,26,Shandon Baptiste,6,Christian Nørgaard,27,Vitaly Janelt,3,Rico Henry,19,Bryan Mbeumo,17,Ivan Toney,18,Danny Welbeck,9,Neal Maupay,11,Leandro Trossard,3,Marc Cucurella,8,Yves Bissouma,14,Adam Lallana,34,Joel Veltman,5,Lewis Dunk,24,Shane Duffy,4,Adam Webster,1,Robert Sánchez
4,Leicester City,Manchester City,1,Kasper Schmeichel,27,Timothy Castagne,4,Caglar Söyüncü,23,Jannik Vestergaard,5,Ryan Bertrand,8,Youri Tielemans,25,Wilfred Ndidi,11,Marc Albrighton,10,James Maddison,7,Harvey Barnes,9,Jamie Vardy,10,Jack Grealish,21,Ferran Torres,9,Gabriel Jesus,8,Ilkay Gündogan,16,Rodri,20,Bernardo Silva,27,Joao Cancelo,14,Aymeric Laporte,3,Ruben Dias,2,Kyle Walker,31,Ederson Moraes
4,Manchester United,Newcastle United,1,David De Gea,29,Aaron Wan-Bissaka,19,Raphaël Varane,5,Harry Maguire,23,Luke Shaw,31,Nemanja Matic,6,Paul Pogba,11,Mason Greenwood,18,Bruno Fernandes,25,Jadon Sancho,7,Cristiano Ronaldo,10,Allan Saint-Maximin,7,Joelinton,36,Sean Longstaff,28,Joseph Willock,24,Miguel Almiron,11,Matt Ritchie,2,Ciaran Clark,6,Jamaal Lascelles,14,Isaac Hayden,19,Javier Manquillo,27,Freddie Woodman
4,Southampton,West Ham United,1,Alex McCarthy,21,Valentino Livramento,5,Jack Stephens,22,Mohammed Salisu,15,Romain Perraud,24,Mohamed Elyounoussi,8,James Ward-Prowse,6,Oriol Romeu,19,Moussa Djenepo,11,Nathan Redmond,9,Adam Armstrong,9,Michail Antonio,22,Said Benrahma,8,Pablo Fornals,20,Jarrod Bowen,41,Declan Rice,28,Tomas Soucek,3,Aaron Cresswell,21,Angelo Ogbonna,15,Craig Dawson,5,Vladimir Coufal,1,Lukasz Fabianski
4,Watford,Wolverhampton Wanderers,26,Daniel Bachmann,2,Jeremy Ngakia,5,William Troost-Ekong,31,Francisco Sierralta,3,Danny Rose,4,Peter Etebo,23,Ismaila Sarr,19,Moussa Sissoko,33,Juraj Kucka,25,Emmanuel Dennis,7,Joshua King,37,Adama Traoré,9,Raul Jiménez,11,Trincao,5,Fernando Marcal,8,Ruben Neves,28,Joao Moutinho,22,Nélson Semedo,27,Romain Saiss,16,Conor Coady,23,Max Kilman,1,José Sá
4,Chelsea,Aston Villa,16,Edouard Mendy,14,Trevoh Chalobah,6,Thiago Silva,2,Antonio Rüdiger,20,Callum Hudson-Odoi,8,Mateo Kovacic,17,Saul Niguez,3,Marcos Alonso,22,Hakim Ziyech,29,Kai Havertz,9,Romelu Lukaku,11,Ollie Watkins,20,Danny Ings,41,Jacob Ramsey,6,Douglas Luiz,7,John McGinn,3,Matt Targett,5,Tyrone Mings,16,Axel Tuanzebe,4,Ezri Konsa,2,Matty Cash,12,Jed Steer
4,Leeds United,Liverpool,1,Illan Meslier,2,Luke Ayling,14,Diego Llorente,6,Liam Cooper,3,Junior Firpo,23,Kalvin Phillips,10,Raphinha,19,Rodrigo,15,Stuart Dallas,22,Jack Harrison,9,Patrick Bamford,10,Sadio Mané,20,Diogo Jota,11,Mohamed Salah,6,Thiago Alcántara,3,Fabinho,67,Harvey Elliott,26,Andrew Robertson,4,Virgil van Dijk,32,Joel Matip,66,Trent Alexander-Arnold,1,Alisson Becker
4,Everton,Burnley,1,Jordan Pickford,13,Yerry Mina,22,Ben Godfrey,5,Michael Keane,23,Seamus Coleman,6,Allan,16,Abdoulaye Doucouré,12,Lucas Digne,14,Andros Townsend,7,Richarlison,11,Demarai Gray,10,Ashley Barnes,9,Chris Wood,11,Dwight McNeil,18,Ashley Westwood,8,Josh Brownhill,7,Johann Berg Gudmundsson,3,Charlie Taylor,6,Ben Mee,5,James Tarkowski,2,Matthew Lowton,1,Nick Pope
5,Newcastle United,Leeds United,26,Karl Darlow,19,Javier Manquillo,14,Isaac Hayden,6,Jamaal Lascelles,2,Ciaran Clark,11,Matt Ritchie,24,Miguel Almiron,36,Sean Longstaff,28,Joseph Willock,7,Joelinton,10,Allan Saint-Maximin,9,Patrick Bamford,20,Daniel James,19,Rodrigo,43,Mateusz Klich,10,Raphinha,23,Kalvin Phillips,3,Junior Firpo,6,Liam Cooper,2,Luke Ayling,15,Stuart Dallas,1,Illan Meslier
5,Wolverhampton Wanderers,Brentford,1,José Sá,23,Max Kilman,16,Conor Coady,27,Romain Saiss,22,Nélson Semedo,8,Ruben Neves,28,Joao Moutinho,5,Fernando Marcal,11,Trincao,9,Raul Jiménez,37,Adama Traoré,17,Ivan Toney,19,Bryan Mbeumo,3,Rico Henry,27,Vitaly Janelt,6,Christian Nørgaard,26,Shandon Baptiste,7,Sergi Canos,5,Ethan Pinnock,18,Pontus Jansson,20,Kristoffer Ajer,1,David Raya
5,Burnley,Arsenal,1,Nick Pope,2,Matthew Lowton,5,James Tarkowski,6,Ben Mee,3,Charlie Taylor,7,Johann Berg Gudmundsson,18,Ashley Westwood,8,Josh Brownhill,11,Dwight McNeil,10,Ashley Barnes,9,Chris Wood,14,Pierre-Emerick Aubameyang,7,Bukayo Saka,10,Emile Smith Rowe,19,Nicolas Pépé,8,Martin Ødegaard,5,Thomas Partey,3,Kieran Tierney,6,Gabriel,4,Ben White,18,Takehiro Tomiyasu,32,Aaron Ramsdale
5,Liverpool,Crystal Palace,1,Alisson Becker,7,James Milner,5,Ibrahima Konaté,4,Virgil van Dijk,21,Konstantinos Tsimikas,14,Jordan Henderson,3,Fabinho,6,Thiago Alcántara,11,Mohamed Salah,20,Diogo Jota,10,Sadio Mané,11,Wilfried Zaha,20,Christian Benteke,9,Jordan Ayew,18,James McArthur,8,Cheikhou Kouyaté,23,Conor Gallagher,3,Tyrick Mitchell,6,Marc Guehi,16,Joachim Andersen,2,Joel Ward,13,Vicente Guaita
5,Manchester City,Southampton,31,Ederson Moraes,2,Kyle Walker,3,Ruben Dias,6,Nathan Aké,27,Joao Cancelo,20,Bernardo Silva,25,Fernandinho,8,Ilkay Gündogan,9,Gabriel Jesus,7,Raheem Sterling,10,Jack Grealish,11,Nathan Redmond,10,Che Adams,9,Adam Armstrong,2,Kyle Walker-Peters,24,Mohamed Elyounoussi,8,James Ward-Prowse,21,Valentino Livramento,35,Jan Bednarek,6,Oriol Romeu,5,Jack Stephens,1,Alex McCarthy
5,Norwich City,Watford,1,Tim Krul,2,Max Aarons,15,Ozan Kabak,5,Grant Hanley,21,Brandon Williams,8,Billy Gilmour,16,Mathias Normann,23,Kenny McLean,24,Joshua Sargent,22,Teemu Pukki,17,Milot Rashica,7,Joshua King,25,Emmanuel Dennis,8,Tom Cleverley,23,Ismaila Sarr,33,Juraj Kucka,19,Moussa Sissoko,3,Danny Rose,15,Craig Cathcart,5,William Troost-Ekong,21,Kiko,1,Ben Foster
5,Aston Villa,Everton,1,Emiliano Martinez,4,Ezri Konsa,16,Axel Tuanzebe,5,Tyrone Mings,2,Matty Cash,7,John McGinn,6,Douglas Luiz,41,Jacob Ramsey,3,Matt Targett,11,Ollie Watkins,20,Danny Ings,33,José Salomon Rondon,11,Demarai Gray,17,Alex Iwobi,6,Allan,16,Abdoulaye Doucouré,14,Andros Townsend,12,Lucas Digne,5,Michael Keane,13,Yerry Mina,22,Ben Godfrey,15,Asmir Begovic
5,Brighton & Hove Albion,Leicester City,1,Robert Sánchez,34,Joel Veltman,24,Shane Duffy,5,Lewis Dunk,20,Solly March,14,Adam Lallana,8,Yves Bissouma,3,Marc Cucurella,11,Leandro Trossard,18,Danny Welbeck,9,Neal Maupay,7,Harvey Barnes,9,Jamie Vardy,10,James Maddison,42,Boubakary Soumaré,25,Wilfred Ndidi,8,Youri Tielemans,5,Ryan Bertrand,23,Jannik Vestergaard,4,Caglar Söyüncü,21,Ricardo Pereira,1,Kasper Schmeichel
5,West Ham United,Manchester United,1,Lukasz Fabianski,5,Vladimir Coufal,4,Kurt Zouma,21,Angelo Ogbonna,3,Aaron Cresswell,28,Tomas Soucek,41,Declan Rice,8,Pablo Fornals,22,Said Benrahma,11,Nikola Vlasic,20,Jarrod Bowen,7,Cristiano Ronaldo,6,Paul Pogba,18,Bruno Fernandes,11,Mason Greenwood,17,Fred,39,Scott McTominay,23,Luke Shaw,5,Harry Maguire,19,Raphaël Varane,29,Aaron Wan-Bissaka,1,David De Gea
5,Tottenham Hotspur,Chelsea,1,Hugo Lloris,12,Emerson Royal,4,Cristian Romero,15,Eric Dier,3,Sergio Reguilon,5,Pierre-Emile Højbjerg,18,Giovani Lo Celso,28,Tanguy Ndombélé,20,Dele Alli,10,Harry Kane,7,Heung-Min Son,9,Romelu Lukaku,29,Kai Havertz,19,Mason Mount,3,Marcos Alonso,8,Mateo Kovacic,5,Jorginho,28,César Azpilicueta,2,Antonio Rüdiger,6,Thiago Silva,4,Andreas Christensen,1,Kepa Arrizabalaga
6,Chelsea,Manchester City,16,Edouard Mendy,28,César Azpilicueta,4,Andreas Christensen,2,Antonio Rüdiger,24,Reece James,7,N'Golo Kanté,5,Jorginho,8,Mateo Kovacic,3,Marcos Alonso,9,Romelu Lukaku,11,Timo Werner,47,Phil Foden,10,Jack Grealish,17,Kevin De Bruyne,9,Gabriel Jesus,16,Rodri,20,Bernardo Silva,27,Joao Cancelo,14,Aymeric Laporte,3,Ruben Dias,2,Kyle Walker,31,Ederson Moraes
6,Manchester United,Aston Villa,1,David De Gea,29,Aaron Wan-Bissaka,19,Raphaël Varane,5,Harry Maguire,23,Luke Shaw,39,Scott McTominay,17,Fred,11,Mason Greenwood,18,Bruno Fernandes,6,Paul Pogba,7,Cristiano Ronaldo,11,Ollie Watkins,20,Danny Ings,3,Matt Targett,6,Douglas Luiz,41,Jacob Ramsey,7,John McGinn,2,Matty Cash,5,Tyrone Mings,30,Kortney Hause,4,Ezri Konsa,1,Emiliano Martinez
