Round,HomeTeam,AwayTeam,Home01_No,Home01_Name,Home02_No,Home02_Name,Home03_No,Home03_Name,Home04_No,Home04_Name,Home05_No,Home05_Name,Home06_No,Home06_Name,Home07_No,Home07_Name,Home08_No,Home08_Name,Home09_No,Home09_Name,Home10_No,Home10_Name,Home11_No,Home11_Name,Away01_No,Away01_Name,Away02_No,Away02_Name,Away03_No,Away03_Name,Away04_No,Away04_Name,Away05_No,Away05_Name,Away06_No,Away06_Name,Away07_No,Away07_Name,Away08_No,Away08_Name,Away09_No,Away09_Name,Away10_No,Away10_Name,Away11_No,Away11_Name
2,Everton,West Bromwich Albion,1,Jordan Pickford,23,Seamus Coleman,13,Yerry Mina,5,Michael Keane,12,Lucas Digne,16,Abdoulaye Doucouré,6,Allan,21,André Gomes,19,James Rodriguez,9,Dominic Calvert-Lewin,7,Richarlison,7,Callum Robinson,11,Grady Diangana,19,Romaine Sawyers,8,Jake Livermore,12,Matheus Pereira,3,Kieran Gibbs,27,Dara O'Shea,5,Kyle Bartley,6,Semi Ajayi,2,Darnell Furlong,1,Sam Johnstone
2,Leeds United,Fulham,1,Illan Meslier,2,Luke Ayling,5,Robin Koch,6,Liam Cooper,15,Stuart Dallas,23,Kalvin Phillips,17,Hélder Costa,20,Rodrigo,43,Mateusz Klich,22,Jack Harrison,9,Patrick Bamford,9,Aleksandar Mitrovic,17,Ivan Cavaleiro,25,Joshua Onomah,47,Aboubakar Kamara,21,Harrison Reed,29,Andre-Frank Zambo Anguissa,23,Joe Bryan,4,Denis Odoi,3,Michael Hector,2,Kenny Tete,1,Alphonse Areola
2,Manchester United,Crystal Palace,1,David De Gea,24,Timothy Fosu-Mensah,2,Victor Nilsson Lindelöf,5,Harry Maguire,23,Luke Shaw,6,Paul Pogba,39,Scott McTominay,21,Daniel James,18,Bruno Fernandes,10,Marcus Rashford,9,Anthony Martial,11,Wilfried Zaha,9,Jordan Ayew,15,Jeffrey Schlupp,18,James McArthur,22,James McCarthy,10,Andros Townsend,27,Tyrick Mitchell,12,Mamadou Sakho,8,Cheikhou Kouyaté,2,Joel Ward,31,Vicente Guaita
2,Arsenal,West Ham United,1,Bernd Leno,16,Rob Holding,6,Gabriel,31,Sead Kolasinac,2,Hector Bellerin,8,Daniel Ceballos,34,Granit Xhaka,7,Bukayo Saka,12,Willian,14,Pierre-Emerick Aubameyang,9,Alexandre Lacazette,30,Michail Antonio,18,Pablo Fornals,20,Jarrod Bowen,26,Arthur Masuaku,41,Declan Rice,28,Tomas Soucek,24,Ryan Fredericks,3,Aaron Cresswell,21,Angelo Ogbonna,23,Issa Diop,1,Lukasz Fabianski
2,Southampton,Tottenham Hotspur,1,Alex McCarthy,2,Kyle Walker-Peters,5,Jack Stephens,35,Jan Bednarek,3,Ryan Bertrand,17,Stuart Armstrong,8,James Ward-Prowse,6,Oriol Romeu,12,Moussa Djenepo,10,Che Adams,9,Danny Ings,7,Heung-Min Son,10,Harry Kane,27,Lucas Moura,8,Harry Winks,5,Pierre-Emile Højbjerg,28,Tanguy Ndombélé,33,Ben Davies,15,Eric Dier,6,Davinson Sánchez,2,Matt Doherty,1,Hugo Lloris
2,Newcastle United,Brighton & Hove Albion,26,Karl Darlow,19,Javier Manquillo,6,Jamaal Lascelles,18,Federico Fernández,15,Jamal Lewis,16,Jeff Hendrick,8,Jonjo Shelvey,14,Isaac Hayden,10,Allan Saint-Maximin,13,Callum Wilson,7,Andy Carroll,7,Aaron Connolly,9,Neal Maupay,11,Leandro Trossard,20,Solly March,17,Steven Alzate,8,Yves Bissouma,2,Tariq Lamptey,4,Adam Webster,5,Lewis Dunk,3,Ben White,1,Mathew Ryan
2,Chelsea,Liverpool,1,Kepa Arrizabalaga,24,Reece James,4,Andreas Christensen,15,Kurt Zouma,3,Marcos Alonso,7,N'Golo Kanté,5,Jorginho,17,Mateo Kovacic,29,Kai Havertz,11,Timo Werner,19,Mason Mount,10,Sadio Mané,9,Roberto Firmino,11,Mohamed Salah,5,Georginio Wijnaldum,14,Jordan Henderson,8,Naby Keita,26,Andrew Robertson,4,Virgil van Dijk,3,Fabinho,66,Trent Alexander-Arnold,1,Alisson Becker
2,Leicester City,Burnley,1,Kasper Schmeichel,27,Timothy Castagne,25,Wilfred Ndidi,4,Caglar Söyüncü,2,James Justin,24,Nampalys Mendy,17,Ayoze Pérez,8,Youri Tielemans,26,Dennis Praet,15,Harvey Barnes,9,Jamie Vardy,19,Jay Rodriguez,9,Chris Wood,12,Robert Brady,18,Ashley Westwood,8,Josh Brownhill,11,Dwight McNeil,3,Charlie Taylor,34,Jimmy Dunne,28,Kevin Long,26,Phil Bardsley,1,Nick Pope
2,Aston Villa,Sheffield United,26,Emiliano Martinez,2,Matty Cash,4,Ezri Konsa,5,Tyrone Mings,18,Matt Targett,7,John McGinn,6,Douglas Luiz,14,Conor Hourihane,17,Trezeguet,11,Ollie Watkins,10,Jack Grealish,14,Oliver Burke,17,David McGoldrick,3,Enda Stevens,4,John Fleck,8,Sander Berge,7,John Lundstram,2,George Baldock,5,Jack O'Connell,12,John Egan,6,Chris Basham,1,Aaron Ramsdale
2,Wolverhampton Wanderers,Manchester City,11,Rui Patricio,15,Willy Boly,16,Conor Coady,27,Romain Saiss,37,Adama Traoré,28,Joao Moutinho,8,Ruben Neves,5,Fernando Marcal,10,Daniel Podence,9,Raul Jiménez,7,Pedro Neto,9,Gabriel Jesus,7,Raheem Sterling,17,Kevin De Bruyne,47,Phil Foden,16,Rodri,25,Fernandinho,22,Benjamin Mendy,6,Nathan Aké,5,John Stones,2,Kyle Walker,31,Ederson Moraes
3,Brighton & Hove Albion,Manchester United,1,Mathew Ryan,3,Ben White,5,Lewis Dunk,4,Adam Webster,2,Tariq Lamptey,14,Adam Lallana,17,Steven Alzate,20,Solly March,11,Leandro Trossard,7,Aaron Connolly,9,Neal Maupay,9,Anthony Martial,10,Marcus Rashford,18,Bruno Fernandes,11,Mason Greenwood,31,Nemanja Matic,6,Paul Pogba,23,Luke Shaw,5,Harry Maguire,2,Victor Nilsson Lindelöf,29,Aaron Wan-Bissaka,1,David De Gea
3,Crystal Palace,Everton,31,Vicente Guaita,2,Joel Ward,8,Cheikhou Kouyaté,12,Mamadou Sakho,27,Tyrick Mitchell,10,Andros Townsend,22,James McCarthy,18,James McArthur,25,Eberechi Eze,9,Jordan Ayew,11,Wilfried Zaha,7,Richarlison,9,Dominic Calvert-Lewin,19,James Rodriguez,21,André Gomes,6,Allan,16,Abdoulaye Doucouré,12,Lucas Digne,5,Michael Keane,13,Yerry Mina,23,Seamus Coleman,1,Jordan Pickford
3,West Bromwich Albion,Chelsea,1,Sam Johnstone,2,Darnell Furlong,6,Semi Ajayi,5,Kyle Bartley,27,Dara O'Shea,14,Conor Townsend,12,Matheus Pereira,8,Jake Livermore,19,Romaine Sawyers,11,Grady Diangana,7,Callum Robinson,9,Tammy Abraham,11,Timo Werner,29,Kai Havertz,19,Mason Mount,17,Mateo Kovacic,7,N'Golo Kanté,3,Marcos Alonso,6,Thiago Silva,4,Andreas Christensen,24,Reece James,13,Wilfredo Caballero
3,Burnley,Southampton,1,Nick Pope,26,Phil Bardsley,28,Kevin Long,34,Jimmy Dunne,3,Charlie Taylor,8,Josh Brownhill,18,Ashley Westwood,16,Dale Stephens,11,Dwight McNeil,27,Matej Vydra,9,Chris Wood,9,Danny Ings,10,Che Adams,12,Moussa Djenepo,6,Oriol Romeu,8,James Ward-Prowse,17,Stuart Armstrong,3,Ryan Bertrand,4,Jannik Vestergaard,35,Jan Bednarek,2,Kyle Walker-Peters,1,Alex McCarthy
3,Sheffield United,Leeds United,1,Aaron Ramsdale,6,Chris Basham,22,Ethan Ampadu,19,Jack Robinson,2,George Baldock,7,John Lundstram,8,Sander Berge,23,Ben Osborn,3,Enda Stevens,17,David McGoldrick,14,Oliver Burke,11,Tyler Roberts,9,Patrick Bamford,22,Jack Harrison,15,Stuart Dallas,23,Kalvin Phillips,43,Mateusz Klich,17,Hélder Costa,6,Liam Cooper,5,Robin Koch,2,Luke Ayling,1,Illan Meslier
3,Tottenham Hotspur,Newcastle United,1,Hugo Lloris,2,Matt Doherty,6,Davinson Sánchez,15,Eric Dier,33,Ben Davies,5,Pierre-Emile Højbjerg,8,Harry Winks,27,Lucas Moura,18,Giovani Lo Celso,7,Heung-Min Son,10,Harry Kane,13,Callum Wilson,9,Joelinton,16,Jeff Hendrick,8,Jonjo Shelvey,24,Miguel Almiron,11,Matt Ritchie,18,Federico Fernández,6,Jamaal Lascelles,14,Isaac Hayden,19,Javier Manquillo,26,Karl Darlow
3,Manchester City,Leicester City,31,Ederson Moraes,2,Kyle Walker,50,Eric Garcia,6,Nathan Aké,22,Benjamin Mendy,16,Rodri,25,Fernandinho,26,Riyad Mahrez,17,Kevin De Bruyne,47,Phil Foden,7,Raheem Sterling,9,Jamie Vardy,15,Harvey Barnes,24,Nampalys Mendy,8,Youri Tielemans,26,Dennis Praet,2,James Justin,4,Caglar Söyüncü,6,Jonny Evans,18,Daniel Amartey,27,Timothy Castagne,1,Kasper Schmeichel
3,West Ham United,Wolverhampton Wanderers,1,Lukasz Fabianski,24,Ryan Fredericks,4,Fabian Balbuena,21,Angelo Ogbonna,3,Aaron Cresswell,26,Arthur Masuaku,20,Jarrod Bowen,28,Tomas Soucek,41,Declan Rice,18,Pablo Fornals,30,Michail Antonio,7,Pedro Neto,9,Raul Jiménez,37,Adama Traoré,29,Ruben Vinagre,8,Ruben Neves,28,Joao Moutinho,22,Nélson Semedo,27,Romain Saiss,16,Conor Coady,15,Willy Boly,11,Rui Patricio
3,Fulham,Aston Villa,1,Alphonse Areola,4,Denis Odoi,3,Michael Hector,13,Tim Ream,2,Kenny Tete,29,Andre-Frank Zambo Anguissa,10,Tom Cairney,23,Joe Bryan,14,Bobby Reid,9,Aleksandar Mitrovic,17,Ivan Cavaleiro,10,Jack Grealish,11,Ollie Watkins,17,Trezeguet,7,John McGinn,6,Douglas Luiz,14,Conor Hourihane,18,Matt Targett,5,Tyrone Mings,4,Ezri Konsa,2,Matty Cash,26,Emiliano Martinez
3,Liverpool,Arsenal,1,Alisson Becker,66,Trent Alexander-Arnold,12,Joseph Gomez,4,Virgil van Dijk,26,Andrew Robertson,8,Naby Keita,3,Fabinho,5,Georginio Wijnaldum,11,Mohamed Salah,9,Roberto Firmino,10,Sadio Mané,14,Pierre-Emerick Aubameyang,9,Alexandre Lacazette,12,Willian,15,Ainsley Maitland-Niles,34,Granit Xhaka,25,Mohamed Elneny,2,Hector Bellerin,3,Kieran Tierney,23,David Luiz,16,Rob Holding,1,Bernd Leno
4,Chelsea,Crystal Palace,16,Edouard Mendy,28,César Azpilicueta,6,Thiago Silva,15,Kurt Zouma,21,Ben Chilwell,7,N'Golo Kanté,5,Jorginho,20,Callum Hudson-Odoi,29,Kai Havertz,11,Timo Werner,9,Tammy Abraham,11,Wilfried Zaha,9,Jordan Ayew,25,Eberechi Eze,18,James McArthur,22,James McCarthy,10,Andros Townsend,27,Tyrick Mitchell,12,Mamadou Sakho,8,Cheikhou Kouyaté,2,Joel Ward,31,Vicente Guaita
4,Everton,Brighton & Hove Albion,1,Jordan Pickford,23,Seamus Coleman,13,Yerry Mina,5,Michael Keane,12,Lucas Digne,16,Abdoulaye Doucouré,26,Tom Davies,10,Gylfi Sigurdsson,19,James Rodriguez,9,Dominic Calvert-Lewin,7,Richarlison,7,Aaron Connolly,9,Neal Maupay,11,Leandro Trossard,20,Solly March,17,Steven Alzate,8,Yves Bissouma,2,Tariq Lamptey,4,Adam Webster,5,Lewis Dunk,3,Ben White,1,Mathew Ryan
4,Leeds United,Manchester City,1,Illan Meslier,2,Luke Ayling,5,Robin Koch,6,Liam Cooper,15,Stuart Dallas,23,Kalvin Phillips,17,Hélder Costa,43,Mateusz Klich,11,Tyler Roberts,10,Ezgjan Alioski,9,Patrick Bamford,21,Ferran Torres,7,Raheem Sterling,26,Riyad Mahrez,47,Phil Foden,16,Rodri,17,Kevin De Bruyne,22,Benjamin Mendy,14,Aymeric Laporte,3,Ruben Dias,2,Kyle Walker,31,Ederson Moraes
4,Newcastle United,Burnley,26,Karl Darlow,17,Emil Krafth,5,Fabian Schär,18,Federico Fernández,15,Jamal Lewis,14,Isaac Hayden,8,Jonjo Shelvey,16,Jeff Hendrick,9,Joelinton,10,Allan Saint-Maximin,13,Callum Wilson,10,Ashley Barnes,9,Chris Wood,11,Dwight McNeil,16,Dale Stephens,18,Ashley Westwood,8,Josh Brownhill,3,Charlie Taylor,5,James Tarkowski,28,Kevin Long,26,Phil Bardsley,1,Nick Pope
4,Leicester City,West Ham United,1,Kasper Schmeichel,18,Daniel Amartey,6,Jonny Evans,4,Caglar Söyüncü,27,Timothy Castagne,8,Youri Tielemans,24,Nampalys Mendy,2,James Justin,17,Ayoze Pérez,9,Jamie Vardy,15,Harvey Barnes,30,Michail Antonio,26,Arthur Masuaku,18,Pablo Fornals,20,Jarrod Bowen,41,Declan Rice,28,Tomas Soucek,3,Aaron Cresswell,21,Angelo Ogbonna,4,Fabian Balbuena,5,Vladimir Coufal,1,Lukasz Fabianski
4,Southampton,West Bromwich Albion,1,Alex McCarthy,2,Kyle Walker-Peters,4,Jannik Vestergaard,35,Jan Bednarek,3,Ryan Bertrand,17,Stuart Armstrong,8,James Ward-Prowse,6,Oriol Romeu,12,Moussa Djenepo,10,Che Adams,9,Danny Ings,7,Callum Robinson,11,Grady Diangana,21,Kyle Edwards,12,Matheus Pereira,19,Romaine Sawyers,8,Jake Livermore,14,Conor Townsend,6,Semi Ajayi,5,Kyle Bartley,27,Dara O'Shea,1,Sam Johnstone
4,Arsenal,Sheffield United,1,Bernd Leno,23,David Luiz,6,Gabriel,3,Kieran Tierney,2,Hector Bellerin,25,Mohamed Elneny,8,Daniel Ceballos,7,Bukayo Saka,12,Willian,30,Edward Nketiah,14,Pierre-Emerick Aubameyang,14,Oliver Burke,17,David McGoldrick,3,Enda Stevens,23,Ben Osborn,8,Sander Berge,7,John Lundstram,2,George Baldock,19,Jack Robinson,12,John Egan,6,Chris Basham,1,Aaron Ramsdale
4,Wolverhampton Wanderers,Fulham,11,Rui Patricio,15,Willy Boly,16,Conor Coady,49,Max Kilman,22,Nélson Semedo,32,Leander Dendoncker,8,Ruben Neves,7,Pedro Neto,27,Romain Saiss,9,Raul Jiménez,10,Daniel Podence,9,Aleksandar Mitrovic,23,Joe Bryan,14,Bobby Reid,17,Ivan Cavaleiro,29,Andre-Frank Zambo Anguissa,10,Tom Cairney,33,Antonee Robinson,20,Maxime Le Marchand,13,Tim Ream,34,Ola Aina,1,Alphonse Areola
4,Manchester United,Tottenham Hotspur,1,David De Gea,29,Aaron Wan-Bissaka,3,Eric Bailly,5,Harry Maguire,23,Luke Shaw,6,Paul Pogba,31,Nemanja Matic,11,Mason Greenwood,18,Bruno Fernandes,10,Marcus Rashford,9,Anthony Martial,7,Heung-Min Son,10,Harry Kane,11,Erik Lamela,28,Tanguy Ndombélé,5,Pierre-Emile Højbjerg,17,Moussa Sissoko,3,Sergio Reguilon,15,Eric Dier,6,Davinson Sánchez,24,Serge Aurier,1,Hugo Lloris
4,Aston Villa,Liverpool,26,Emiliano Martinez,2,Matty Cash,4,Ezri Konsa,5,Tyrone Mings,18,Matt Targett,7,John McGinn,6,Douglas Luiz,20,Ross Barkley,17,Trezeguet,11,Ollie Watkins,10,Jack Grealish,20,Diogo Jota,9,Roberto Firmino,11,Mohamed Salah,5,Georginio Wijnaldum,3,Fabinho,8,Naby Keita,26,Andrew Robertson,4,Virgil van Dijk,12,Joseph Gomez,66,Trent Alexander-Arnold,13,Adrian
5,Everton,Liverpool,1,Jordan Pickford,23,Seamus Coleman,13,Yerry Mina,5,Michael Keane,12,Lucas Digne,16,Abdoulaye Doucouré,6,Allan,21,André Gomes,19,James Rodriguez,9,Dominic Calvert-Lewin,7,Richarlison,10,Sadio Mané,9,Roberto Firmino,11,Mohamed Salah,6,Thiago Alcántara,3,Fabinho,14,Jordan Henderson,26,Andrew Robertson,4,Virgil van Dijk,32,Joel Matip,66,Trent Alexander-Arnold,13,Adrian
5,Chelsea,Southampton,1,Kepa Arrizabalaga,28,César Azpilicueta,4,Andreas Christensen,15,Kurt Zouma,21,Ben Chilwell,7,N'Golo Kanté,5,Jorginho,10,Christian Pulisic,29,Kai Havertz,19,Mason Mount,11,Timo Werner,10,Che Adams,9,Danny Ings,11,Nathan Redmond,6,Oriol Romeu,8,James Ward-Prowse,32,Theo Walcott,3,Ryan Bertrand,4,Jannik Vestergaard,35,Jan Bednarek,2,Kyle Walker-Peters,1,Alex McCarthy
5,Manchester City,Arsenal,31,Ederson Moraes,2,Kyle Walker,3,Ruben Dias,6,Nathan Aké,16,Rodri,26,Riyad Mahrez,27,Joao Cancelo,20,Bernardo Silva,47,Phil Foden,7,Raheem Sterling,10,Sergio Agüero,19,Nicolas Pépé,14,Pierre-Emerick Aubameyang,12,Willian,7,Bukayo Saka,34,Granit Xhaka,8,Daniel Ceballos,2,Hector Bellerin,3,Kieran Tierney,6,Gabriel,23,David Luiz,1,Bernd Leno
5,Newcastle United,Manchester United,26,Karl Darlow,17,Emil Krafth,6,Jamaal Lascelles,18,Federico Fernández,15,Jamal Lewis,14,Isaac Hayden,9,Joelinton,8,Jonjo Shelvey,16,Jeff Hendrick,10,Allan Saint-Maximin,13,Callum Wilson,10,Marcus Rashford,21,Daniel James,18,Bruno Fernandes,8,Juan Mata,17,Fred,39,Scott McTominay,23,Luke Shaw,5,Harry Maguire,2,Victor Nilsson Lindelöf,29,Aaron Wan-Bissaka,1,David De Gea
5,Sheffield United,Fulham,1,Aaron Ramsdale,6,Chris Basham,12,John Egan,3,Enda Stevens,2,George Baldock,8,Sander Berge,16,Oliver Norwood,7,John Lundstram,13,Max Lowe,9,Oliver McBurnie,17,David McGoldrick,9,Aleksandar Mitrovic,19,Ademola Lookman,15,Ruben Loftus-Cheek,17,Ivan Cavaleiro,29,Andre-Frank Zambo Anguissa,10,Tom Cairney,33,Antonee Robinson,13,Tim Ream,16,Tosin Adarabioyo,34,Ola Aina,1,Alphonse Areola
5,Crystal Palace,Brighton & Hove Albion,31,Vicente Guaita,2,Joel Ward,8,Cheikhou Kouyaté,24,Gary Cahill,27,Tyrick Mitchell,10,Andros Townsend,18,James McArthur,44,Jairo Riedewald,15,Jeffrey Schlupp,23,Michy Batshuayi,11,Wilfried Zaha,9,Neal Maupay,11,Leandro Trossard,14,Adam Lallana,20,Solly March,8,Yves Bissouma,3,Ben White,2,Tariq Lamptey,33,Daniel Burn,5,Lewis Dunk,4,Adam Webster,1,Mathew Ryan
5,Tottenham Hotspur,West Ham United,1,Hugo Lloris,24,Serge Aurier,4,Toby Alderweireld,6,Davinson Sánchez,3,Sergio Reguilon,17,Moussa Sissoko,5,Pierre-Emile Højbjerg,23,Steven Bergwijn,28,Tanguy Ndombélé,7,Heung-Min Son,10,Harry Kane,30,Michail Antonio,18,Pablo Fornals,41,Declan Rice,28,Tomas Soucek,20,Jarrod Bowen,26,Arthur Masuaku,3,Aaron Cresswell,21,Angelo Ogbonna,4,Fabian Balbuena,5,Vladimir Coufal,1,Lukasz Fabianski
5,Leicester City,Aston Villa,1,Kasper Schmeichel,27,Timothy Castagne,3,Wesley Fofana,6,Jonny Evans,2,James Justin,8,Youri Tielemans,24,Nampalys Mendy,26,Dennis Praet,17,Ayoze Pérez,14,Kelechi Iheanacho,15,Harvey Barnes,10,Jack Grealish,11,Ollie Watkins,17,Trezeguet,20,Ross Barkley,6,Douglas Luiz,7,John McGinn,18,Matt Targett,5,Tyrone Mings,4,Ezri Konsa,2,Matty Cash,26,Emiliano Martinez
5,West Bromwich Albion,Burnley,1,Sam Johnstone,2,Darnell Furlong,20,Branislav Ivanovic,26,Ahmed Hegazy,14,Conor Townsend,8,Jake Livermore,12,Matheus Pereira,18,Conor Gallagher,17,Filip Krovinovic,11,Grady Diangana,29,Karlan Grant,10,Ashley Barnes,9,Chris Wood,11,Dwight McNeil,8,Josh Brownhill,18,Ashley Westwood,7,Johann Berg Gudmundsson,3,Charlie Taylor,5,James Tarkowski,28,Kevin Long,23,Erik Pieters,1,Nick Pope
5,Leeds United,Wolverhampton Wanderers,1,Illan Meslier,2,Luke Ayling,5,Robin Koch,21,Pascal Struijk,15,Stuart Dallas,23,Kalvin Phillips,17,Hélder Costa,43,Mateusz Klich,20,Rodrigo,22,Jack Harrison,9,Patrick Bamford,10,Daniel Podence,9,Raul Jiménez,7,Pedro Neto,27,Romain Saiss,32,Leander Dendoncker,28,Joao Moutinho,22,Nélson Semedo,49,Max Kilman,16,Conor Coady,15,Willy Boly,11,Rui Patricio
6,Aston Villa,Leeds United,26,Emiliano Martinez,2,Matty Cash,4,Ezri Konsa,5,Tyrone Mings,18,Matt Targett,7,John McGinn,6,Douglas Luiz,20,Ross Barkley,17,Trezeguet,11,Ollie Watkins,10,Jack Grealish,9,Patrick Bamford,22,Jack Harrison,43,Mateusz Klich,20,Rodrigo,17,Hélder Costa,21,Pascal Struijk,10,Ezgjan Alioski,2,Luke Ayling,5,Robin Koch,15,Stuart Dallas,1,Illan Meslier
6,West Ham United,Manchester City,1,Lukasz Fabianski,5,Vladimir Coufal,4,Fabian Balbuena,21,Angelo Ogbonna,3,Aaron Cresswell,26,Arthur Masuaku,20,Jarrod Bowen,28,Tomas Soucek,41,Declan Rice,18,Pablo Fornals,30,Michail Antonio,7,Raheem Sterling,10,Sergio Agüero,26,Riyad Mahrez,8,Ilkay Gündogan,16,Rodri,20,Bernardo Silva,27,Joao Cancelo,50,Eric Garcia,3,Ruben Dias,2,Kyle Walker,31,Ederson Moraes
