Round,HomeTeam,AwayTeam,Home01_No,Home01_Name,Home02_No,Home02_Name,Home03_No,Home03_Name,Home04_No,Home04_Name,Home05_No,Home05_Name,Home06_No,Home06_Name,Home07_No,Home07_Name,Home08_No,Home08_Name,Home09_No,Home09_Name,Home10_No,Home10_Name,Home11_No,Home11_Name,Away01_No,Away01_Name,Away02_No,Away02_Name,Away03_No,Away03_Name,Away04_No,Away04_Name,Away05_No,Away05_Name,Away06_No,Away06_Name,Away07_No,Away07_Name,Away08_No,Away08_Name,Away09_No,Away09_Name,Away10_No,Away10_Name,Away11_No,Away11_Name
6,Fulham,Crystal Palace,1,Alphonse Areola,34,Ola Aina,16,Tosin Adarabioyo,13,Tim Ream,33,Antonee Robinson,18,Mario Lemina,29,Andre-Frank Zambo Anguissa,15,Ruben Loftus-Cheek,10,Tom Cairney,19,Ademola Lookman,9,Aleksandar Mitrovic,11,Wilfried Zaha,23,Michy Batshuayi,15,Jeffrey Schlupp,44,Jairo Riedewald,4,Luka Milivojevic,10,Andros Townsend,27,Tyrick Mitchell,6,Scott Dann,8,Cheikhou Kouyaté,17,Nathaniel Clyne,31,Vicente Guaita
6,Manchester United,Chelsea,1,David De Gea,29,Aaron Wan-Bissaka,2,Victor Nilsson Lindelöf,5,Harry Maguire,23,Luke Shaw,39,Scott McTominay,17,Fred,8,Juan Mata,18,Bruno Fernandes,21,Daniel James,10,Marcus Rashford,11,Timo Werner,10,Christian Pulisic,29,Kai Havertz,21,Ben Chilwell,5,Jorginho,7,N'Golo Kanté,24,Reece James,15,Kurt Zouma,6,Thiago Silva,28,César Azpilicueta,16,Edouard Mendy
6,Liverpool,Sheffield United,1,Alisson Becker,66,Trent Alexander-Arnold,3,Fabinho,12,Joseph Gomez,26,Andrew Robertson,14,Jordan Henderson,5,Georginio Wijnaldum,20,Diogo Jota,9,Roberto Firmino,10,Sadio Mané,11,Mohamed Salah,24,Rhian Brewster,9,Oliver McBurnie,23,Ben Osborn,7,John Lundstram,22,Ethan Ampadu,8,Sander Berge,2,George Baldock,3,Enda Stevens,12,John Egan,6,Chris Basham,1,Aaron Ramsdale
6,Southampton,Everton,1,Alex McCarthy,2,Kyle Walker-Peters,35,Jan Bednarek,4,Jannik Vestergaard,3,Ryan Bertrand,17,Stuart Armstrong,6,Oriol Romeu,8,James Ward-Prowse,11,Nathan Redmond,10,Che Adams,9,Danny Ings,17,Alex Iwobi,9,Dominic Calvert-Lewin,19,James Rodriguez,10,Gylfi Sigurdsson,6,Allan,16,Abdoulaye Doucouré,12,Lucas Digne,5,Michael Keane,13,Yerry Mina,22,Ben Godfrey,1,Jordan Pickford
6,Wolverhampton Wanderers,Newcastle United,11,Rui Patricio,15,Willy Boly,16,Conor Coady,49,Max Kilman,22,Nélson Semedo,32,Leander Dendoncker,8,Ruben Neves,27,Romain Saiss,7,Pedro Neto,9,Raul Jiménez,10,Daniel Podence,10,Allan Saint-Maximin,13,Callum Wilson,24,Miguel Almiron,16,Jeff Hendrick,21,Ryan Fraser,15,Jamal Lewis,18,Federico Fernández,6,Jamaal Lascelles,5,Fabian Schär,23,Jacob Murphy,26,Karl Darlow
6,Arsenal,Leicester City,1,Bernd Leno,23,David Luiz,6,Gabriel,34,Granit Xhaka,2,Hector Bellerin,18,Thomas Partey,8,Daniel Ceballos,3,Kieran Tierney,14,Pierre-Emerick Aubameyang,9,Alexandre Lacazette,7,Bukayo Saka,15,Harvey Barnes,10,James Maddison,26,Dennis Praet,2,James Justin,24,Nampalys Mendy,8,Youri Tielemans,27,Timothy Castagne,28,Christian Fuchs,6,Jonny Evans,3,Wesley Fofana,1,Kasper Schmeichel
6,Brighton & Hove Albion,West Bromwich Albion,1,Mathew Ryan,4,Adam Webster,34,Joel Veltman,33,Daniel Burn,2,Tariq Lamptey,3,Ben White,8,Yves Bissouma,20,Solly March,14,Adam Lallana,9,Neal Maupay,11,Leandro Trossard,29,Karlan Grant,11,Grady Diangana,17,Filip Krovinovic,18,Conor Gallagher,12,Matheus Pereira,8,Jake Livermore,14,Conor Townsend,6,Semi Ajayi,20,Branislav Ivanovic,2,Darnell Furlong,1,Sam Johnstone
6,Burnley,Tottenham Hotspur,1,Nick Pope,2,Matthew Lowton,28,Kevin Long,5,James Tarkowski,3,Charlie Taylor,7,Johann Berg Gudmundsson,18,Ashley Westwood,8,Josh Brownhill,11,Dwight McNeil,10,Ashley Barnes,9,Chris Wood,10,Harry Kane,7,Heung-Min Son,28,Tanguy Ndombélé,27,Lucas Moura,5,Pierre-Emile Højbjerg,17,Moussa Sissoko,33,Ben Davies,15,Eric Dier,4,Toby Alderweireld,2,Matt Doherty,1,Hugo Lloris
7,Wolverhampton Wanderers,Crystal Palace,11,Rui Patricio,15,Willy Boly,16,Conor Coady,49,Max Kilman,22,Nélson Semedo,32,Leander Dendoncker,8,Ruben Neves,3,Rayan Ait Nouri,10,Daniel Podence,9,Raul Jiménez,7,Pedro Neto,11,Wilfried Zaha,23,Michy Batshuayi,15,Jeffrey Schlupp,44,Jairo Riedewald,4,Luka Milivojevic,10,Andros Townsend,3,Patrick van Aanholt,6,Scott Dann,8,Cheikhou Kouyaté,17,Nathaniel Clyne,31,Vicente Guaita
7,Sheffield United,Manchester City,1,Aaron Ramsdale,6,Chris Basham,12,John Egan,3,Enda Stevens,2,George Baldock,8,Sander Berge,22,Ethan Ampadu,23,Ben Osborn,13,Max Lowe,24,Rhian Brewster,9,Oliver McBurnie,7,Raheem Sterling,21,Ferran Torres,26,Riyad Mahrez,20,Bernardo Silva,16,Rodri,17,Kevin De Bruyne,27,Joao Cancelo,14,Aymeric Laporte,3,Ruben Dias,2,Kyle Walker,31,Ederson Moraes
7,Burnley,Chelsea,1,Nick Pope,2,Matthew Lowton,28,Kevin Long,5,James Tarkowski,3,Charlie Taylor,8,Josh Brownhill,18,Ashley Westwood,16,Dale Stephens,11,Dwight McNeil,10,Ashley Barnes,9,Chris Wood,11,Timo Werner,9,Tammy Abraham,22,Hakim Ziyech,19,Mason Mount,7,N'Golo Kanté,29,Kai Havertz,21,Ben Chilwell,6,Thiago Silva,15,Kurt Zouma,24,Reece James,16,Edouard Mendy
7,Liverpool,West Ham United,1,Alisson Becker,66,Trent Alexander-Arnold,47,Nathaniel Phillips,12,Joseph Gomez,26,Andrew Robertson,17,Curtis Jones,14,Jordan Henderson,5,Georginio Wijnaldum,11,Mohamed Salah,9,Roberto Firmino,10,Sadio Mané,22,Sebastien Haller,18,Pablo Fornals,41,Declan Rice,28,Tomas Soucek,20,Jarrod Bowen,26,Arthur Masuaku,3,Aaron Cresswell,21,Angelo Ogbonna,4,Fabian Balbuena,5,Vladimir Coufal,1,Lukasz Fabianski
7,Aston Villa,Southampton,26,Emiliano Martinez,2,Matty Cash,4,Ezri Konsa,5,Tyrone Mings,18,Matt Targett,7,John McGinn,6,Douglas Luiz,15,Bertrand Traoré,20,Ross Barkley,10,Jack Grealish,11,Ollie Watkins,10,Che Adams,9,Danny Ings,32,Theo Walcott,8,James Ward-Prowse,6,Oriol Romeu,17,Stuart Armstrong,3,Ryan Bertrand,4,Jannik Vestergaard,35,Jan Bednarek,2,Kyle Walker-Peters,1,Alex McCarthy
7,Newcastle United,Everton,26,Karl Darlow,23,Jacob Murphy,5,Fabian Schär,6,Jamaal Lascelles,18,Federico Fernández,15,Jamal Lewis,36,Sean Longstaff,16,Jeff Hendrick,24,Miguel Almiron,13,Callum Wilson,10,Allan Saint-Maximin,9,Dominic Calvert-Lewin,21,André Gomes,10,Gylfi Sigurdsson,8,Fabian Delph,6,Allan,16,Abdoulaye Doucouré,18,Niels Nkounkou,5,Michael Keane,13,Yerry Mina,2,Jonjoe Kenny,33,Robin Olsen
7,Manchester United,Arsenal,1,David De Gea,29,Aaron Wan-Bissaka,2,Victor Nilsson Lindelöf,5,Harry Maguire,23,Luke Shaw,39,Scott McTominay,17,Fred,6,Paul Pogba,18,Bruno Fernandes,11,Mason Greenwood,10,Marcus Rashford,9,Alexandre Lacazette,14,Pierre-Emerick Aubameyang,12,Willian,7,Bukayo Saka,18,Thomas Partey,25,Mohamed Elneny,2,Hector Bellerin,3,Kieran Tierney,6,Gabriel,16,Rob Holding,1,Bernd Leno
7,Tottenham Hotspur,Brighton & Hove Albion,1,Hugo Lloris,2,Matt Doherty,4,Toby Alderweireld,15,Eric Dier,3,Sergio Reguilon,17,Moussa Sissoko,5,Pierre-Emile Højbjerg,11,Erik Lamela,28,Tanguy Ndombélé,7,Heung-Min Son,10,Harry Kane,11,Leandro Trossard,14,Adam Lallana,13,Pascal Gross,20,Solly March,8,Yves Bissouma,3,Ben White,2,Tariq Lamptey,33,Daniel Burn,34,Joel Veltman,4,Adam Webster,26,Robert Sánchez
7,Fulham,West Bromwich Albion,1,Alphonse Areola,34,Ola Aina,5,Joachim Andersen,16,Tosin Adarabioyo,33,Antonee Robinson,29,Andre-Frank Zambo Anguissa,18,Mario Lemina,14,Bobby Reid,10,Tom Cairney,19,Ademola Lookman,9,Aleksandar Mitrovic,29,Karlan Grant,11,Grady Diangana,18,Conor Gallagher,17,Filip Krovinovic,12,Matheus Pereira,8,Jake Livermore,14,Conor Townsend,6,Semi Ajayi,20,Branislav Ivanovic,2,Darnell Furlong,1,Sam Johnstone
7,Leeds United,Leicester City,1,Illan Meslier,2,Luke Ayling,5,Robin Koch,6,Liam Cooper,15,Stuart Dallas,43,Mateusz Klich,17,Hélder Costa,19,Pablo Hernández,46,Jamie Shackleton,22,Jack Harrison,9,Patrick Bamford,9,Jamie Vardy,15,Harvey Barnes,24,Nampalys Mendy,8,Youri Tielemans,26,Dennis Praet,33,Luke Thomas,28,Christian Fuchs,3,Wesley Fofana,2,James Justin,11,Marc Albrighton,1,Kasper Schmeichel
8,Brighton & Hove Albion,Burnley,1,Mathew Ryan,34,Joel Veltman,3,Ben White,4,Adam Webster,2,Tariq Lamptey,13,Pascal Gross,8,Yves Bissouma,14,Adam Lallana,33,Daniel Burn,9,Neal Maupay,18,Danny Welbeck,10,Ashley Barnes,9,Chris Wood,11,Dwight McNeil,8,Josh Brownhill,18,Ashley Westwood,12,Robert Brady,3,Charlie Taylor,6,Ben Mee,5,James Tarkowski,2,Matthew Lowton,1,Nick Pope
8,Southampton,Newcastle United,1,Alex McCarthy,35,Jan Bednarek,4,Jannik Vestergaard,5,Jack Stephens,2,Kyle Walker-Peters,8,James Ward-Prowse,6,Oriol Romeu,12,Moussa Djenepo,32,Theo Walcott,17,Stuart Armstrong,10,Che Adams,10,Allan Saint-Maximin,13,Callum Wilson,24,Miguel Almiron,16,Jeff Hendrick,36,Sean Longstaff,15,Jamal Lewis,18,Federico Fernández,6,Jamaal Lascelles,5,Fabian Schär,23,Jacob Murphy,26,Karl Darlow
8,Everton,Manchester United,1,Jordan Pickford,23,Seamus Coleman,5,Michael Keane,4,Mason Holgate,12,Lucas Digne,16,Abdoulaye Doucouré,6,Allan,10,Gylfi Sigurdsson,19,James Rodriguez,9,Dominic Calvert-Lewin,20,Bernard,9,Anthony Martial,10,Marcus Rashford,18,Bruno Fernandes,8,Juan Mata,17,Fred,39,Scott McTominay,23,Luke Shaw,5,Harry Maguire,2,Victor Nilsson Lindelöf,29,Aaron Wan-Bissaka,1,David De Gea
8,Crystal Palace,Leeds United,31,Vicente Guaita,17,Nathaniel Clyne,8,Cheikhou Kouyaté,6,Scott Dann,3,Patrick van Aanholt,10,Andros Townsend,44,Jairo Riedewald,18,James McArthur,25,Eberechi Eze,9,Jordan Ayew,11,Wilfried Zaha,9,Patrick Bamford,22,Jack Harrison,15,Stuart Dallas,43,Mateusz Klich,17,Hélder Costa,21,Pascal Struijk,10,Ezgjan Alioski,6,Liam Cooper,5,Robin Koch,2,Luke Ayling,1,Illan Meslier
8,Chelsea,Sheffield United,16,Edouard Mendy,24,Reece James,15,Kurt Zouma,6,Thiago Silva,21,Ben Chilwell,17,Mateo Kovacic,7,N'Golo Kanté,19,Mason Mount,22,Hakim Ziyech,9,Tammy Abraham,11,Timo Werner,17,David McGoldrick,24,Rhian Brewster,13,Max Lowe,7,John Lundstram,16,Oliver Norwood,8,Sander Berge,2,George Baldock,3,Enda Stevens,12,John Egan,6,Chris Basham,1,Aaron Ramsdale
8,West Ham United,Fulham,1,Lukasz Fabianski,4,Fabian Balbuena,21,Angelo Ogbonna,3,Aaron Cresswell,5,Vladimir Coufal,41,Declan Rice,28,Tomas Soucek,26,Arthur Masuaku,20,Jarrod Bowen,22,Sebastien Haller,18,Pablo Fornals,9,Aleksandar Mitrovic,19,Ademola Lookman,10,Tom Cairney,14,Bobby Reid,21,Harrison Reed,29,Andre-Frank Zambo Anguissa,33,Antonee Robinson,16,Tosin Adarabioyo,5,Joachim Andersen,34,Ola Aina,1,Alphonse Areola
8,West Bromwich Albion,Tottenham Hotspur,1,Sam Johnstone,2,Darnell Furlong,6,Semi Ajayi,5,Kyle Bartley,27,Dara O'Shea,14,Conor Townsend,18,Conor Gallagher,8,Jake Livermore,17,Filip Krovinovic,7,Callum Robinson,29,Karlan Grant,10,Harry Kane,7,Heung-Min Son,28,Tanguy Ndombélé,9,Gareth Bale,5,Pierre-Emile Højbjerg,17,Moussa Sissoko,3,Sergio Reguilon,15,Eric Dier,4,Toby Alderweireld,2,Matt Doherty,1,Hugo Lloris
8,Leicester City,Wolverhampton Wanderers,1,Kasper Schmeichel,6,Jonny Evans,3,Wesley Fofana,28,Christian Fuchs,2,James Justin,8,Youri Tielemans,24,Nampalys Mendy,33,Luke Thomas,26,Dennis Praet,10,James Maddison,9,Jamie Vardy,10,Daniel Podence,9,Raul Jiménez,7,Pedro Neto,3,Rayan Ait Nouri,8,Ruben Neves,32,Leander Dendoncker,22,Nélson Semedo,49,Max Kilman,16,Conor Coady,15,Willy Boly,11,Rui Patricio
8,Manchester City,Liverpool,31,Ederson Moraes,2,Kyle Walker,3,Ruben Dias,14,Aymeric Laporte,27,Joao Cancelo,17,Kevin De Bruyne,16,Rodri,8,Ilkay Gündogan,21,Ferran Torres,9,Gabriel Jesus,7,Raheem Sterling,11,Mohamed Salah,10,Sadio Mané,9,Roberto Firmino,20,Diogo Jota,5,Georginio Wijnaldum,14,Jordan Henderson,26,Andrew Robertson,12,Joseph Gomez,32,Joel Matip,66,Trent Alexander-Arnold,1,Alisson Becker
8,Arsenal,Aston Villa,1,Bernd Leno,16,Rob Holding,6,Gabriel,3,Kieran Tierney,2,Hector Bellerin,18,Thomas Partey,25,Mohamed Elneny,7,Bukayo Saka,12,Willian,9,Alexandre Lacazette,14,Pierre-Emerick Aubameyang,11,Ollie Watkins,10,Jack Grealish,20,Ross Barkley,17,Trezeguet,7,John McGinn,6,Douglas Luiz,18,Matt Targett,5,Tyrone Mings,4,Ezri Konsa,2,Matty Cash,26,Emiliano Martinez
9,Newcastle United,Chelsea,26,Karl Darlow,19,Javier Manquillo,18,Federico Fernández,6,Jamaal Lascelles,2,Ciaran Clark,15,Jamal Lewis,23,Jacob Murphy,14,Isaac Hayden,36,Sean Longstaff,10,Allan Saint-Maximin,9,Joelinton,11,Timo Werner,9,Tammy Abraham,22,Hakim Ziyech,19,Mason Mount,7,N'Golo Kanté,17,Mateo Kovacic,21,Ben Chilwell,2,Antonio Rüdiger,15,Kurt Zouma,24,Reece James,16,Edouard Mendy
9,Aston Villa,Brighton & Hove Albion,26,Emiliano Martinez,2,Matty Cash,4,Ezri Konsa,5,Tyrone Mings,18,Matt Targett,7,John McGinn,6,Douglas Luiz,20,Ross Barkley,17,Trezeguet,11,Ollie Watkins,10,Jack Grealish,9,Neal Maupay,18,Danny Welbeck,20,Solly March,14,Adam Lallana,13,Pascal Gross,8,Yves Bissouma,2,Tariq Lamptey,4,Adam Webster,5,Lewis Dunk,3,Ben White,1,Mathew Ryan
9,Tottenham Hotspur,Manchester City,1,Hugo Lloris,24,Serge Aurier,4,Toby Alderweireld,15,Eric Dier,3,Sergio Reguilon,17,Moussa Sissoko,5,Pierre-Emile Højbjerg,7,Heung-Min Son,28,Tanguy Ndombélé,23,Steven Bergwijn,10,Harry Kane,21,Ferran Torres,9,Gabriel Jesus,26,Riyad Mahrez,20,Bernardo Silva,16,Rodri,17,Kevin De Bruyne,27,Joao Cancelo,14,Aymeric Laporte,3,Ruben Dias,2,Kyle Walker,31,Ederson Moraes
9,Manchester United,West Bromwich Albion,1,David De Gea,29,Aaron Wan-Bissaka,2,Victor Nilsson Lindelöf,5,Harry Maguire,27,Alex Telles,17,Fred,31,Nemanja Matic,8,Juan Mata,18,Bruno Fernandes,10,Marcus Rashford,9,Anthony Martial,29,Karlan Grant,11,Grady Diangana,18,Conor Gallagher,19,Romaine Sawyers,12,Matheus Pereira,14,Conor Townsend,5,Kyle Bartley,20,Branislav Ivanovic,6,Semi Ajayi,2,Darnell Furlong,1,Sam Johnstone
9,Fulham,Everton,1,Alphonse Areola,34,Ola Aina,5,Joachim Andersen,16,Tosin Adarabioyo,33,Antonee Robinson,18,Mario Lemina,21,Harrison Reed,17,Ivan Cavaleiro,10,Tom Cairney,19,Ademola Lookman,14,Bobby Reid,7,Richarlison,9,Dominic Calvert-Lewin,19,James Rodriguez,12,Lucas Digne,6,Allan,16,Abdoulaye Doucouré,17,Alex Iwobi,5,Michael Keane,13,Yerry Mina,22,Ben Godfrey,1,Jordan Pickford
9,Sheffield United,West Ham United,1,Aaron Ramsdale,6,Chris Basham,12,John Egan,22,Ethan Ampadu,2,George Baldock,8,Sander Berge,16,Oliver Norwood,4,John Fleck,13,Max Lowe,17,David McGoldrick,9,Oliver McBurnie,18,Pablo Fornals,22,Sebastien Haller,20,Jarrod Bowen,26,Arthur Masuaku,28,Tomas Soucek,41,Declan Rice,5,Vladimir Coufal,3,Aaron Cresswell,21,Angelo Ogbonna,4,Fabian Balbuena,1,Lukasz Fabianski
9,Leeds United,Arsenal,1,Illan Meslier,2,Luke Ayling,5,Robin Koch,6,Liam Cooper,10,Ezgjan Alioski,23,Kalvin Phillips,18,Raphinha,43,Mateusz Klich,15,Stuart Dallas,22,Jack Harrison,9,Patrick Bamford,14,Pierre-Emerick Aubameyang,12,Willian,28,Joseph Willock,19,Nicolas Pépé,8,Daniel Ceballos,34,Granit Xhaka,3,Kieran Tierney,6,Gabriel,16,Rob Holding,2,Hector Bellerin,1,Bernd Leno
9,Liverpool,Leicester City,1,Alisson Becker,7,James Milner,32,Joel Matip,3,Fabinho,26,Andrew Robertson,17,Curtis Jones,5,Georginio Wijnaldum,8,Naby Keita,20,Diogo Jota,9,Roberto Firmino,10,Sadio Mané,9,Jamie Vardy,10,James Maddison,15,Harvey Barnes,2,James Justin,8,Youri Tielemans,24,Nampalys Mendy,11,Marc Albrighton,28,Christian Fuchs,6,Jonny Evans,3,Wesley Fofana,1,Kasper Schmeichel
9,Burnley,Crystal Palace,1,Nick Pope,2,Matthew Lowton,5,James Tarkowski,6,Ben Mee,3,Charlie Taylor,7,Johann Berg Gudmundsson,18,Ashley Westwood,8,Josh Brownhill,11,Dwight McNeil,9,Chris Wood,19,Jay Rodriguez,23,Michy Batshuayi,9,Jordan Ayew,25,Eberechi Eze,18,James McArthur,44,Jairo Riedewald,10,Andros Townsend,3,Patrick van Aanholt,6,Scott Dann,8,Cheikhou Kouyaté,17,Nathaniel Clyne,31,Vicente Guaita
9,Wolverhampton Wanderers,Southampton,11,Rui Patricio,22,Nélson Semedo,49,Max Kilman,15,Willy Boly,3,Rayan Ait Nouri,32,Leander Dendoncker,8,Ruben Neves,28,Joao Moutinho,37,Adama Traoré,9,Raul Jiménez,10,Daniel Podence,32,Theo Walcott,10,Che Adams,12,Moussa Djenepo,8,James Ward-Prowse,6,Oriol Romeu,17,Stuart Armstrong,3,Ryan Bertrand,4,Jannik Vestergaard,35,Jan Bednarek,2,Kyle Walker-Peters,1,Alex McCarthy
10,Crystal Palace,Newcastle United,31,Vicente Guaita,17,Nathaniel Clyne,6,Scott Dann,24,Gary Cahill,3,Patrick van Aanholt,8,Cheikhou Kouyaté,18,James McArthur,10,Andros Townsend,15,Jeffrey Schlupp,25,Eberechi Eze,9,Jordan Ayew,9,Joelinton,13,Callum Wilson,24,Miguel Almiron,8,Jonjo Shelvey,36,Sean Longstaff,16,Jeff Hendrick,15,Jamal Lewis,2,Ciaran Clark,18,Federico Fernández,19,Javier Manquillo,26,Karl Darlow
10,Brighton & Hove Albion,Liverpool,1,Mathew Ryan,3,Ben White,5,Lewis Dunk,4,Adam Webster,34,Joel Veltman,13,Pascal Gross,8,Yves Bissouma,20,Solly March,18,Danny Welbeck,7,Aaron Connolly,9,Neal Maupay,9,Roberto Firmino,20,Diogo Jota,18,Takumi Minamino,11,Mohamed Salah,5,Georginio Wijnaldum,7,James Milner,26,Andrew Robertson,3,Fabinho,47,Nathaniel Phillips,76,Neco Williams,1,Alisson Becker
10,Manchester City,Burnley,31,Ederson Moraes,2,Kyle Walker,5,John Stones,3,Ruben Dias,22,Benjamin Mendy,17,Kevin De Bruyne,16,Rodri,8,Ilkay Gündogan,26,Riyad Mahrez,9,Gabriel Jesus,21,Ferran Torres,10,Ashley Barnes,9,Chris Wood,11,Dwight McNeil,41,Josh Benson,18,Ashley Westwood,19,Jay Rodriguez,3,Charlie Taylor,5,James Tarkowski,6,Ben Mee,2,Matthew Lowton,15,Bailey Peacock-Farrell
10,Everton,Leeds United,1,Jordan Pickford,22,Ben Godfrey,5,Michael Keane,4,Mason Holgate,26,Tom Davies,16,Abdoulaye Doucouré,6,Allan,17,Alex Iwobi,19,James Rodriguez,9,Dominic Calvert-Lewin,7,Richarlison,9,Patrick Bamford,10,Ezgjan Alioski,22,Jack Harrison,43,Mateusz Klich,18,Raphinha,23,Kalvin Phillips,15,Stuart Dallas,6,Liam Cooper,5,Robin Koch,2,Luke Ayling,1,Illan Meslier
10,West Bromwich Albion,Sheffield United,1,Sam Johnstone,6,Semi Ajayi,20,Branislav Ivanovic,5,Kyle Bartley,2,Darnell Furlong,19,Romaine Sawyers,18,Conor Gallagher,14,Conor Townsend,12,Matheus Pereira,29,Karlan Grant,7,Callum Robinson,14,Oliver Burke,9,Oliver McBurnie,13,Max Lowe,4,John Fleck,16,Oliver Norwood,8,Sander Berge,2,George Baldock,29,Kean Bryan,12,John Egan,6,Chris Basham,1,Aaron Ramsdale
10,Southampton,Manchester United,1,Alex McCarthy,2,Kyle Walker-Peters,35,Jan Bednarek,4,Jannik Vestergaard,3,Ryan Bertrand,17,Stuart Armstrong,8,James Ward-Prowse,6,Oriol Romeu,12,Moussa Djenepo,32,Theo Walcott,10,Che Adams,10,Marcus Rashford,11,Mason Greenwood,18,Bruno Fernandes,34,Donny van de Beek,17,Fred,31,Nemanja Matic,27,Alex Telles,5,Harry Maguire,2,Victor Nilsson Lindelöf,29,Aaron Wan-Bissaka,1,David De Gea
10,Chelsea,Tottenham Hotspur,16,Edouard Mendy,24,Reece James,15,Kurt Zouma,6,Thiago Silva,21,Ben Chilwell,17,Mateo Kovacic,7,N'Golo Kanté,19,Mason Mount,22,Hakim Ziyech,9,Tammy Abraham,11,Timo Werner,10,Harry Kane,23,Steven Bergwijn,28,Tanguy Ndombélé,7,Heung-Min Son,5,Pierre-Emile Højbjerg,17,Moussa Sissoko,3,Sergio Reguilon,15,Eric Dier,14,Joe Rodon,24,Serge Aurier,1,Hugo Lloris
10,Arsenal,Wolverhampton Wanderers,1,Bernd Leno,2,Hector Bellerin,23,David Luiz,6,Gabriel,3,Kieran Tierney,8,Daniel Ceballos,34,Granit Xhaka,12,Willian,28,Joseph Willock,7,Bukayo Saka,14,Pierre-Emerick Aubameyang,10,Daniel Podence,9,Raul Jiménez,7,Pedro Neto,28,Joao Moutinho,32,Leander Dendoncker,37,Adama Traoré,5,Fernando Marcal,16,Conor Coady,15,Willy Boly,22,Nélson Semedo,11,Rui Patricio
10,Leicester City,Fulham,1,Kasper Schmeichel,3,Wesley Fofana,6,Jonny Evans,28,Christian Fuchs,2,James Justin,8,Youri Tielemans,24,Nampalys Mendy,33,Luke Thomas,26,Dennis Praet,10,James Maddison,9,Jamie Vardy,17,Ivan Cavaleiro,19,Ademola Lookman,29,Andre-Frank Zambo Anguissa,21,Harrison Reed,15,Ruben Loftus-Cheek,33,Antonee Robinson,16,Tosin Adarabioyo,5,Joachim Andersen,34,Ola Aina,14,Bobby Reid,1,Alphonse Areola
10,West Ham United,Aston Villa,1,Lukasz Fabianski,4,Fabian Balbuena,21,Angelo Ogbonna,3,Aaron Cresswell,5,Vladimir Coufal,41,Declan Rice,28,Tomas Soucek,26,Arthur Masuaku,20,Jarrod Bowen,18,Pablo Fornals,30,Michail Antonio,10,Jack Grealish,11,Ollie Watkins,17,Trezeguet,14,Conor Hourihane,6,Douglas Luiz,7,John McGinn,18,Matt Targett,5,Tyrone Mings,4,Ezri Konsa,2,Matty Cash,26,Emiliano Martinez
11,Burnley,Everton,1,Nick Pope,2,Matthew Lowton,5,James Tarkowski,6,Ben Mee,3,Charlie Taylor,12,Robert Brady,18,Ashley Westwood,8,Josh Brownhill,11,Dwight McNeil,9,Chris Wood,19,Jay Rodriguez,7,Richarlison,9,Dominic Calvert-Lewin,19,James Rodriguez,8,Fabian Delph,6,Allan,16,Abdoulaye Doucouré,17,Alex Iwobi,5,Michael Keane,13,Yerry Mina,22,Ben Godfrey,1,Jordan Pickford
11,Manchester City,Fulham,31,Ederson Moraes,27,Joao Cancelo,5,John Stones,3,Ruben Dias,22,Benjamin Mendy,16,Rodri,8,Ilkay Gündogan,26,Riyad Mahrez,17,Kevin De Bruyne,7,Raheem Sterling,9,Gabriel Jesus,17,Ivan Cavaleiro,19,Ademola Lookman,15,Ruben Loftus-Cheek,33,Antonee Robinson,21,Harrison Reed,29,Andre-Frank Zambo Anguissa,14,Bobby Reid,16,Tosin Adarabioyo,5,Joachim Andersen,34,Ola Aina,1,Alphonse Areola
11,West Ham United,Manchester United,1,Lukasz Fabianski,4,Fabian Balbuena,21,Angelo Ogbonna,3,Aaron Cresswell,5,Vladimir Coufal,41,Declan Rice,28,Tomas Soucek,26,Arthur Masuaku,20,Jarrod Bowen,18,Pablo Fornals,22,Sebastien Haller,9,Anthony Martial,7,Édinson Cavani,11,Mason Greenwood,6,Paul Pogba,39,Scott McTominay,34,Donny van de Beek,27,Alex Telles,5,Harry Maguire,2,Victor Nilsson Lindelöf,29,Aaron Wan-Bissaka,26,Dean Henderson
11,Chelsea,Leeds United,16,Edouard Mendy,24,Reece James,15,Kurt Zouma,6,Thiago Silva,21,Ben Chilwell,29,Kai Havertz,7,N'Golo Kanté,19,Mason Mount,22,Hakim Ziyech,18,Olivier Giroud,11,Timo Werner,9,Patrick Bamford,22,Jack Harrison,43,Mateusz Klich,15,Stuart Dallas,18,Raphinha,23,Kalvin Phillips,10,Ezgjan Alioski,6,Liam Cooper,5,Robin Koch,2,Luke Ayling,1,Illan Meslier
11,West Bromwich Albion,Crystal Palace,1,Sam Johnstone,6,Semi Ajayi,20,Branislav Ivanovic,5,Kyle Bartley,2,Darnell Furlong,19,Romaine Sawyers,18,Conor Gallagher,10,Matthew Phillips,12,Matheus Pereira,11,Grady Diangana,29,Karlan Grant,11,Wilfried Zaha,20,Christian Benteke,25,Eberechi Eze,18,James McArthur,4,Luka Milivojevic,15,Jeffrey Schlupp,3,Patrick van Aanholt,24,Gary Cahill,8,Cheikhou Kouyaté,17,Nathaniel Clyne,31,Vicente Guaita
