Round,HomeTeam,AwayTeam,Home01_No,Home01_Name,Home02_No,Home02_Name,Home03_No,Home03_Name,Home04_No,Home04_Name,Home05_No,Home05_Name,Home06_No,Home06_Name,Home07_No,Home07_Name,Home08_No,Home08_Name,Home09_No,Home09_Name,Home10_No,Home10_Name,Home11_No,Home11_Name,Away01_No,Away01_Name,Away02_No,Away02_Name,Away03_No,Away03_Name,Away04_No,Away04_Name,Away05_No,Away05_Name,Away06_No,Away06_Name,Away07_No,Away07_Name,Away08_No,Away08_Name,Away09_No,Away09_Name,Away10_No,Away10_Name,Away11_No,Away11_Name
6,Burnley,Norwich City,1,Nick Pope,2,Matthew Lowton,5,James Tarkowski,6,Ben Mee,23,Erik Pieters,13,Jeff Hendrick,4,Jack Cork,18,Ashley Westwood,11,Dwight McNeil,10,Ashley Barnes,9,Chris Wood,22,Teemu Pukki,14,Todd Cantwell,18,Marco Stiepermann,17,Emiliano Buendia,23,Kenny McLean,27,Alexander Tettey,12,Jamal Lewis,4,Ben Godfrey,24,Ibrahim Amadou,3,Sam Byram,1,Tim Krul
6,Everton,Sheffield United,1,Jordan Pickford,23,Seamus Coleman,5,Michael Keane,13,Yerry Mina,12,Lucas Digne,18,Morgan Schneiderlin,8,Fabian Delph,7,Richarlison,10,Gylfi Sigurdsson,20,Bernard,27,Moise Kean,11,Callum Robinson,9,Oliver McBurnie,3,Enda Stevens,4,John Fleck,16,Oliver Norwood,7,John Lundstram,2,George Baldock,5,Jack O'Connell,12,John Egan,6,Chris Basham,1,Dean Henderson
6,Manchester City,Watford,31,Ederson Moraes,2,Kyle Walker,30,Nicolás Otamendi,25,Fernandinho,22,Benjamin Mendy,17,Kevin De Bruyne,16,Rodri,21,David Silva,26,Riyad Mahrez,10,Sergio Agüero,20,Bernardo Silva,7,Gerard Deulofeu,19,Will Hughes,8,Tom Cleverley,36,Dimitri Foulquier,29,Étienne Capoue,16,Abdoulaye Doucouré,25,Jose Holebas,4,Craig Dawson,6,Adrian Mariappa,21,Kiko,26,Ben Foster
6,Newcastle United,Brighton & Hove Albion,1,Martin Dubravka,19,Javier Manquillo,5,Fabian Schär,6,Jamaal Lascelles,3,Paul Dummett,15,Jetro Willems,24,Miguel Almiron,14,Isaac Hayden,8,Jonjo Shelvey,30,Christian Atsu,9,Joelinton,7,Neal Maupay,18,Aaron Mooy,13,Pascal Gross,46,Steven Alzate,24,Davy Pröpper,6,Dale Stephens,22,Martin Montoya,33,Daniel Burn,5,Lewis Dunk,15,Adam Webster,1,Mathew Ryan
6,Crystal Palace,Wolverhampton Wanderers,31,Vicente Guaita,2,Joel Ward,24,Gary Cahill,12,Mamadou Sakho,3,Patrick van Aanholt,18,James McArthur,4,Luka Milivojevic,8,Cheikhou Kouyaté,11,Wilfried Zaha,9,Jordan Ayew,15,Jeffrey Schlupp,18,Diogo Jota,9,Raul Jiménez,37,Adama Traoré,19,Jonny,28,Joao Moutinho,32,Leander Dendoncker,2,Matt Doherty,27,Romain Saiss,16,Conor Coady,15,Willy Boly,11,Rui Patricio
6,West Ham United,Manchester United,1,Lukasz Fabianski,24,Ryan Fredericks,23,Issa Diop,21,Angelo Ogbonna,3,Aaron Cresswell,41,Declan Rice,7,Andriy Yarmolenko,16,Mark Noble,18,Pablo Fornals,8,Felipe Anderson,22,Sebastien Haller,10,Marcus Rashford,21,Daniel James,8,Juan Mata,15,Andreas Pereira,31,Nemanja Matic,39,Scott McTominay,18,Ashley Young,5,Harry Maguire,2,Victor Nilsson Lindelöf,29,Aaron Wan-Bissaka,1,David De Gea
6,Arsenal,Aston Villa,1,Bernd Leno,15,Ainsley Maitland-Niles,5,Sokratis Papastathopoulos,23,David Luiz,31,Sead Kolasinac,29,Matteo Guendouzi,34,Granit Xhaka,19,Nicolas Pépé,8,Daniel Ceballos,77,Bukayo Saka,14,Pierre-Emerick Aubameyang,9,Wesley,21,Anwar El-Ghazi,10,Jack Grealish,7,John McGinn,17,Trezeguet,11,Marvelous Nakamba,3,Neil Taylor,40,Tyrone Mings,22,Björn Engels,24,Frédéric Guilbert,1,Tom Heaton
6,Chelsea,Liverpool,1,Kepa Arrizabalaga,28,César Azpilicueta,4,Andreas Christensen,29,Fikayo Tomori,33,Emerson,7,N'Golo Kanté,5,Jorginho,17,Mateo Kovacic,10,Willian,9,Tammy Abraham,19,Mason Mount,10,Sadio Mané,9,Roberto Firmino,11,Mohamed Salah,5,Georginio Wijnaldum,3,Fabinho,14,Jordan Henderson,26,Andrew Robertson,4,Virgil van Dijk,32,Joel Matip,66,Trent Alexander-Arnold,13,Adrian
7,Sheffield United,Liverpool,1,Dean Henderson,6,Chris Basham,12,John Egan,5,Jack O'Connell,2,George Baldock,7,John Lundstram,16,Oliver Norwood,4,John Fleck,3,Enda Stevens,11,Callum Robinson,9,Oliver McBurnie,10,Sadio Mané,9,Roberto Firmino,11,Mohamed Salah,5,Georginio Wijnaldum,3,Fabinho,14,Jordan Henderson,26,Andrew Robertson,4,Virgil van Dijk,32,Joel Matip,66,Trent Alexander-Arnold,13,Adrian
7,AFC Bournemouth,West Ham United,12,Aaron Ramsdale,17,Jack Stacey,3,Steve Cook,5,Nathan Aké,21,Diego Rico,22,Harry Wilson,8,Jefferson Lerma,29,Philip Billing,7,Joshua King,9,Dominic Solanke,13,Callum Wilson,22,Sebastien Haller,8,Felipe Anderson,18,Pablo Fornals,16,Mark Noble,7,Andriy Yarmolenko,41,Declan Rice,3,Aaron Cresswell,21,Angelo Ogbonna,23,Issa Diop,24,Ryan Fredericks,1,Lukasz Fabianski
7,Aston Villa,Burnley,1,Tom Heaton,24,Frédéric Guilbert,22,Björn Engels,40,Tyrone Mings,18,Matt Targett,7,John McGinn,11,Marvelous Nakamba,14,Conor Hourihane,10,Jack Grealish,9,Wesley,21,Anwar El-Ghazi,10,Ashley Barnes,9,Chris Wood,11,Dwight McNeil,4,Jack Cork,18,Ashley Westwood,13,Jeff Hendrick,23,Erik Pieters,6,Ben Mee,5,James Tarkowski,2,Matthew Lowton,1,Nick Pope
7,Chelsea,Brighton & Hove Albion,1,Kepa Arrizabalaga,28,César Azpilicueta,4,Andreas Christensen,29,Fikayo Tomori,3,Marcos Alonso,8,Ross Barkley,5,Jorginho,19,Mason Mount,11,Pedro Rodriguez,9,Tammy Abraham,10,Willian,18,Aaron Mooy,7,Neal Maupay,13,Pascal Gross,46,Steven Alzate,6,Dale Stephens,8,Yves Bissouma,22,Martin Montoya,33,Daniel Burn,5,Lewis Dunk,15,Adam Webster,1,Mathew Ryan
7,Crystal Palace,Norwich City,31,Vicente Guaita,2,Joel Ward,34,Martin Kelly,24,Gary Cahill,3,Patrick van Aanholt,18,James McArthur,4,Luka Milivojevic,8,Cheikhou Kouyaté,11,Wilfried Zaha,15,Jeffrey Schlupp,9,Jordan Ayew,22,Teemu Pukki,14,Todd Cantwell,18,Marco Stiepermann,17,Emiliano Buendia,23,Kenny McLean,10,Moritz Leitner,12,Jamal Lewis,4,Ben Godfrey,24,Ibrahim Amadou,2,Max Aarons,21,Ralf Fährmann
7,Tottenham Hotspur,Southampton,1,Hugo Lloris,24,Serge Aurier,4,Toby Alderweireld,5,Jan Vertonghen,3,Danny Rose,8,Harry Winks,17,Moussa Sissoko,28,Tanguy Ndombélé,23,Christian Eriksen,10,Harry Kane,7,Heung-Min Son,9,Danny Ings,19,Sofiane Boufal,22,Nathan Redmond,21,Ryan Bertrand,23,Pierre-Emile Højbjerg,14,Oriol Romeu,16,James Ward-Prowse,4,Jannik Vestergaard,3,Maya Yoshida,35,Jan Bednarek,28,Angus Gunn
7,Wolverhampton Wanderers,Watford,11,Rui Patricio,15,Willy Boly,16,Conor Coady,27,Romain Saiss,2,Matt Doherty,32,Leander Dendoncker,28,Joao Moutinho,19,Jonny,37,Adama Traoré,7,Pedro Neto,9,Raul Jiménez,10,Danny Welbeck,7,Gerard Deulofeu,8,Tom Cleverley,23,Ismaila Sarr,29,Étienne Capoue,16,Abdoulaye Doucouré,25,Jose Holebas,15,Craig Cathcart,4,Craig Dawson,2,Daryl Janmaat,26,Ben Foster
7,Everton,Manchester City,1,Jordan Pickford,23,Seamus Coleman,5,Michael Keane,13,Yerry Mina,12,Lucas Digne,18,Morgan Schneiderlin,8,Fabian Delph,11,Theo Walcott,10,Gylfi Sigurdsson,7,Richarlison,9,Dominic Calvert-Lewin,7,Raheem Sterling,9,Gabriel Jesus,26,Riyad Mahrez,8,Ilkay Gündogan,16,Rodri,17,Kevin De Bruyne,11,Oleksandr Zinchenko,25,Fernandinho,30,Nicolás Otamendi,2,Kyle Walker,31,Ederson Moraes
7,Leicester City,Newcastle United,1,Kasper Schmeichel,21,Ricardo Pereira,6,Jonny Evans,4,Caglar Söyüncü,3,Ben Chilwell,25,Wilfred Ndidi,17,Ayoze Pérez,26,Dennis Praet,8,Youri Tielemans,15,Harvey Barnes,9,Jamie Vardy,9,Joelinton,30,Christian Atsu,13,Yoshinori Muto,24,Miguel Almiron,36,Sean Longstaff,14,Isaac Hayden,3,Paul Dummett,5,Fabian Schär,6,Jamaal Lascelles,17,Emil Krafth,1,Martin Dubravka
7,Manchester United,Arsenal,1,David De Gea,18,Ashley Young,2,Victor Nilsson Lindelöf,5,Harry Maguire,38,Axel Tuanzebe,39,Scott McTominay,6,Paul Pogba,15,Andreas Pereira,14,Jesse Lingard,21,Daniel James,10,Marcus Rashford,77,Bukayo Saka,14,Pierre-Emerick Aubameyang,19,Nicolas Pépé,29,Matteo Guendouzi,34,Granit Xhaka,11,Lucas Torreira,31,Sead Kolasinac,23,David Luiz,5,Sokratis Papastathopoulos,21,Calum Chambers,1,Bernd Leno
8,Brighton & Hove Albion,Tottenham Hotspur,1,Mathew Ryan,22,Martin Montoya,15,Adam Webster,5,Lewis Dunk,33,Daniel Burn,13,Pascal Gross,46,Steven Alzate,6,Dale Stephens,18,Aaron Mooy,7,Neal Maupay,44,Aaron Connolly,10,Harry Kane,7,Heung-Min Son,23,Christian Eriksen,11,Erik Lamela,28,Tanguy Ndombélé,15,Eric Dier,33,Ben Davies,5,Jan Vertonghen,4,Toby Alderweireld,17,Moussa Sissoko,1,Hugo Lloris
8,Burnley,Everton,1,Nick Pope,2,Matthew Lowton,5,James Tarkowski,6,Ben Mee,23,Erik Pieters,7,Johann Berg Gudmundsson,13,Jeff Hendrick,18,Ashley Westwood,11,Dwight McNeil,9,Chris Wood,10,Ashley Barnes,9,Dominic Calvert-Lewin,17,Alex Iwobi,10,Gylfi Sigurdsson,7,Richarlison,8,Fabian Delph,18,Morgan Schneiderlin,12,Lucas Digne,13,Yerry Mina,5,Michael Keane,23,Seamus Coleman,1,Jordan Pickford
8,Liverpool,Leicester City,13,Adrian,66,Trent Alexander-Arnold,6,Dejan Lovren,4,Virgil van Dijk,26,Andrew Robertson,5,Georginio Wijnaldum,3,Fabinho,7,James Milner,10,Sadio Mané,11,Mohamed Salah,9,Roberto Firmino,9,Jamie Vardy,10,James Maddison,26,Dennis Praet,8,Youri Tielemans,15,Harvey Barnes,25,Wilfred Ndidi,3,Ben Chilwell,4,Caglar Söyüncü,6,Jonny Evans,21,Ricardo Pereira,1,Kasper Schmeichel
8,Norwich City,Aston Villa,33,Michael McGovern,2,Max Aarons,24,Ibrahim Amadou,4,Ben Godfrey,12,Jamal Lewis,10,Moritz Leitner,23,Kenny McLean,17,Emiliano Buendia,18,Marco Stiepermann,14,Todd Cantwell,22,Teemu Pukki,10,Jack Grealish,9,Wesley,21,Anwar El-Ghazi,14,Conor Hourihane,11,Marvelous Nakamba,7,John McGinn,18,Matt Targett,40,Tyrone Mings,22,Björn Engels,24,Frédéric Guilbert,1,Tom Heaton
8,Watford,Sheffield United,26,Ben Foster,15,Craig Cathcart,5,Sebastian Prödl,27,Christian Kabasele,2,Daryl Janmaat,8,Tom Cleverley,16,Abdoulaye Doucouré,25,Jose Holebas,37,Roberto Pereyra,18,Andre Gray,10,Danny Welbeck,11,Callum Robinson,9,Oliver McBurnie,3,Enda Stevens,4,John Fleck,16,Oliver Norwood,7,John Lundstram,2,George Baldock,5,Jack O'Connell,12,John Egan,6,Chris Basham,1,Dean Henderson
8,West Ham United,Crystal Palace,13,Roberto,24,Ryan Fredericks,23,Issa Diop,21,Angelo Ogbonna,3,Aaron Cresswell,41,Declan Rice,7,Andriy Yarmolenko,16,Mark Noble,10,Manuel Lanzini,8,Felipe Anderson,22,Sebastien Haller,9,Jordan Ayew,15,Jeffrey Schlupp,11,Wilfried Zaha,8,Cheikhou Kouyaté,18,James McArthur,22,James McCarthy,3,Patrick van Aanholt,24,Gary Cahill,34,Martin Kelly,2,Joel Ward,31,Vicente Guaita
8,Arsenal,AFC Bournemouth,1,Bernd Leno,21,Calum Chambers,5,Sokratis Papastathopoulos,23,David Luiz,31,Sead Kolasinac,8,Daniel Ceballos,34,Granit Xhaka,29,Matteo Guendouzi,19,Nicolas Pépé,14,Pierre-Emerick Aubameyang,77,Bukayo Saka,9,Dominic Solanke,13,Callum Wilson,7,Joshua King,29,Philip Billing,8,Jefferson Lerma,22,Harry Wilson,21,Diego Rico,5,Nathan Aké,3,Steve Cook,17,Jack Stacey,12,Aaron Ramsdale
8,Manchester City,Wolverhampton Wanderers,31,Ederson Moraes,2,Kyle Walker,30,Nicolás Otamendi,25,Fernandinho,27,Joao Cancelo,8,Ilkay Gündogan,16,Rodri,21,David Silva,26,Riyad Mahrez,10,Sergio Agüero,7,Raheem Sterling,10,Patrick Cutrone,9,Raul Jiménez,28,Joao Moutinho,29,Ruben Vinagre,8,Ruben Neves,32,Leander Dendoncker,37,Adama Traoré,27,Romain Saiss,16,Conor Coady,15,Willy Boly,11,Rui Patricio
8,Southampton,Chelsea,28,Angus Gunn,43,Yan Valery,35,Jan Bednarek,3,Maya Yoshida,21,Ryan Bertrand,16,James Ward-Prowse,14,Oriol Romeu,23,Pierre-Emile Højbjerg,22,Nathan Redmond,9,Danny Ings,7,Shane Long,9,Tammy Abraham,20,Callum Hudson-Odoi,19,Mason Mount,10,Willian,5,Jorginho,7,N'Golo Kanté,3,Marcos Alonso,29,Fikayo Tomori,15,Kurt Zouma,28,César Azpilicueta,1,Kepa Arrizabalaga
8,Newcastle United,Manchester United,1,Martin Dubravka,22,DeAndre Yedlin,5,Fabian Schär,6,Jamaal Lascelles,2,Ciaran Clark,15,Jetro Willems,24,Miguel Almiron,36,Sean Longstaff,43,Matthew Longstaff,10,Allan Saint-Maximin,9,Joelinton,10,Marcus Rashford,21,Daniel James,8,Juan Mata,15,Andreas Pereira,17,Fred,39,Scott McTominay,18,Ashley Young,5,Harry Maguire,38,Axel Tuanzebe,20,Diogo Dalot,1,David De Gea
9,Everton,West Ham United,1,Jordan Pickford,19,Djibril Sidibé,5,Michael Keane,13,Yerry Mina,12,Lucas Digne,21,André Gomes,26,Tom Davies,11,Theo Walcott,17,Alex Iwobi,20,Bernard,7,Richarlison,22,Sebastien Haller,8,Felipe Anderson,10,Manuel Lanzini,16,Mark Noble,18,Pablo Fornals,41,Declan Rice,26,Arthur Masuaku,21,Angelo Ogbonna,23,Issa Diop,24,Ryan Fredericks,13,Roberto
9,AFC Bournemouth,Norwich City,12,Aaron Ramsdale,15,Adam Smith,3,Steve Cook,5,Nathan Aké,21,Diego Rico,22,Harry Wilson,16,Lewis Cook,29,Philip Billing,24,Ryan Fraser,13,Callum Wilson,9,Dominic Solanke,22,Teemu Pukki,14,Todd Cantwell,10,Moritz Leitner,17,Emiliano Buendia,23,Kenny McLean,27,Alexander Tettey,12,Jamal Lewis,4,Ben Godfrey,24,Ibrahim Amadou,2,Max Aarons,1,Tim Krul
9,Aston Villa,Brighton & Hove Albion,1,Tom Heaton,24,Frédéric Guilbert,22,Björn Engels,40,Tyrone Mings,18,Matt Targett,7,John McGinn,11,Marvelous Nakamba,14,Conor Hourihane,21,Anwar El-Ghazi,9,Wesley,10,Jack Grealish,44,Aaron Connolly,7,Neal Maupay,18,Aaron Mooy,6,Dale Stephens,24,Davy Pröpper,13,Pascal Gross,33,Daniel Burn,5,Lewis Dunk,15,Adam Webster,22,Martin Montoya,1,Mathew Ryan
9,Chelsea,Newcastle United,1,Kepa Arrizabalaga,28,César Azpilicueta,15,Kurt Zouma,29,Fikayo Tomori,3,Marcos Alonso,8,Ross Barkley,5,Jorginho,10,Willian,19,Mason Mount,20,Callum Hudson-Odoi,9,Tammy Abraham,9,Joelinton,10,Allan Saint-Maximin,36,Sean Longstaff,43,Matthew Longstaff,24,Miguel Almiron,15,Jetro Willems,2,Ciaran Clark,6,Jamaal Lascelles,5,Fabian Schär,22,DeAndre Yedlin,1,Martin Dubravka
9,Leicester City,Burnley,1,Kasper Schmeichel,21,Ricardo Pereira,6,Jonny Evans,4,Caglar Söyüncü,3,Ben Chilwell,25,Wilfred Ndidi,17,Ayoze Pérez,8,Youri Tielemans,10,James Maddison,15,Harvey Barnes,9,Jamie Vardy,19,Jay Rodriguez,9,Chris Wood,12,Robert Brady,13,Jeff Hendrick,18,Ashley Westwood,11,Dwight McNeil,23,Erik Pieters,6,Ben Mee,5,James Tarkowski,2,Matthew Lowton,1,Nick Pope
9,Tottenham Hotspur,Watford,22,Paulo Gazzaniga,4,Toby Alderweireld,6,Davinson Sánchez,5,Jan Vertonghen,24,Serge Aurier,8,Harry Winks,17,Moussa Sissoko,3,Danny Rose,20,Dele Alli,27,Lucas Moura,10,Harry Kane,10,Danny Welbeck,37,Roberto Pereyra,25,Jose Holebas,14,Nathaniel Chalobah,16,Abdoulaye Doucouré,8,Tom Cleverley,2,Daryl Janmaat,15,Craig Cathcart,4,Craig Dawson,27,Christian Kabasele,26,Ben Foster
9,Wolverhampton Wanderers,Southampton,11,Rui Patricio,5,Ryan Bennett,16,Conor Coady,15,Willy Boly,37,Adama Traoré,32,Leander Dendoncker,8,Ruben Neves,28,Joao Moutinho,19,Jonny,9,Raul Jiménez,10,Patrick Cutrone,9,Danny Ings,22,Nathan Redmond,16,James Ward-Prowse,21,Ryan Bertrand,23,Pierre-Emile Højbjerg,14,Oriol Romeu,43,Yan Valery,4,Jannik Vestergaard,3,Maya Yoshida,35,Jan Bednarek,28,Angus Gunn
9,Crystal Palace,Manchester City,13,Wayne Hennessey,2,Joel Ward,5,James Tomkins,24,Gary Cahill,3,Patrick van Aanholt,8,Cheikhou Kouyaté,4,Luka Milivojevic,18,James McArthur,11,Wilfried Zaha,15,Jeffrey Schlupp,9,Jordan Ayew,7,Raheem Sterling,9,Gabriel Jesus,20,Bernardo Silva,21,David Silva,8,Ilkay Gündogan,17,Kevin De Bruyne,22,Benjamin Mendy,16,Rodri,25,Fernandinho,27,Joao Cancelo,31,Ederson Moraes
9,Manchester United,Liverpool,1,David De Gea,2,Victor Nilsson Lindelöf,5,Harry Maguire,16,Marcos Rojo,29,Aaron Wan-Bissaka,39,Scott McTominay,17,Fred,18,Ashley Young,15,Andreas Pereira,21,Daniel James,10,Marcus Rashford,27,Divock Origi,9,Roberto Firmino,10,Sadio Mané,5,Georginio Wijnaldum,3,Fabinho,14,Jordan Henderson,26,Andrew Robertson,4,Virgil van Dijk,32,Joel Matip,66,Trent Alexander-Arnold,1,Alisson Becker
9,Sheffield United,Arsenal,1,Dean Henderson,6,Chris Basham,12,John Egan,5,Jack O'Connell,2,George Baldock,7,John Lundstram,16,Oliver Norwood,4,John Fleck,3,Enda Stevens,17,David McGoldrick,22,Lys Mousset,14,Pierre-Emerick Aubameyang,77,Bukayo Saka,28,Joseph Willock,19,Nicolas Pépé,34,Granit Xhaka,29,Matteo Guendouzi,31,Sead Kolasinac,23,David Luiz,5,Sokratis Papastathopoulos,21,Calum Chambers,1,Bernd Leno
10,Southampton,Leicester City,28,Angus Gunn,35,Jan Bednarek,3,Maya Yoshida,4,Jannik Vestergaard,43,Yan Valery,16,James Ward-Prowse,14,Oriol Romeu,23,Pierre-Emile Højbjerg,21,Ryan Bertrand,9,Danny Ings,22,Nathan Redmond,9,Jamie Vardy,15,Harvey Barnes,10,James Maddison,8,Youri Tielemans,17,Ayoze Pérez,25,Wilfred Ndidi,3,Ben Chilwell,4,Caglar Söyüncü,6,Jonny Evans,21,Ricardo Pereira,1,Kasper Schmeichel
10,Manchester City,Aston Villa,31,Ederson Moraes,27,Joao Cancelo,25,Fernandinho,5,John Stones,22,Benjamin Mendy,17,Kevin De Bruyne,8,Ilkay Gündogan,21,David Silva,20,Bernardo Silva,9,Gabriel Jesus,7,Raheem Sterling,9,Wesley,10,Jack Grealish,6,Douglas Luiz,7,John McGinn,17,Trezeguet,11,Marvelous Nakamba,18,Matt Targett,40,Tyrone Mings,22,Björn Engels,24,Frédéric Guilbert,1,Tom Heaton
10,Brighton & Hove Albion,Everton,1,Mathew Ryan,22,Martin Montoya,15,Adam Webster,5,Lewis Dunk,33,Daniel Burn,24,Davy Pröpper,46,Steven Alzate,6,Dale Stephens,13,Pascal Gross,44,Aaron Connolly,7,Neal Maupay,7,Richarlison,20,Bernard,17,Alex Iwobi,11,Theo Walcott,21,André Gomes,26,Tom Davies,12,Lucas Digne,2,Mason Holgate,5,Michael Keane,19,Djibril Sidibé,1,Jordan Pickford
10,Watford,AFC Bournemouth,26,Ben Foster,4,Craig Dawson,15,Craig Cathcart,27,Christian Kabasele,2,Daryl Janmaat,8,Tom Cleverley,14,Nathaniel Chalobah,16,Abdoulaye Doucouré,11,Adam Masina,7,Gerard Deulofeu,37,Roberto Pereyra,7,Joshua King,13,Callum Wilson,24,Ryan Fraser,29,Philip Billing,8,Jefferson Lerma,14,Arnaut Danjuma,21,Diego Rico,5,Nathan Aké,3,Steve Cook,15,Adam Smith,12,Aaron Ramsdale
10,West Ham United,Sheffield United,13,Roberto,5,Pablo Zabaleta,4,Fabian Balbuena,23,Issa Diop,3,Aaron Cresswell,41,Declan Rice,7,Andriy Yarmolenko,16,Mark Noble,11,Robert Snodgrass,8,Felipe Anderson,22,Sebastien Haller,11,Callum Robinson,17,David McGoldrick,3,Enda Stevens,4,John Fleck,16,Oliver Norwood,7,John Lundstram,2,George Baldock,5,Jack O'Connell,12,John Egan,6,Chris Basham,1,Dean Henderson
10,Burnley,Chelsea,1,Nick Pope,2,Matthew Lowton,5,James Tarkowski,6,Ben Mee,23,Erik Pieters,13,Jeff Hendrick,4,Jack Cork,18,Ashley Westwood,11,Dwight McNeil,19,Jay Rodriguez,10,Ashley Barnes,22,Christian Pulisic,9,Tammy Abraham,10,Willian,19,Mason Mount,5,Jorginho,17,Mateo Kovacic,3,Marcos Alonso,29,Fikayo Tomori,15,Kurt Zouma,28,César Azpilicueta,1,Kepa Arrizabalaga
10,Newcastle United,Wolverhampton Wanderers,1,Martin Dubravka,22,DeAndre Yedlin,18,Federico Fernández,6,Jamaal Lascelles,2,Ciaran Clark,15,Jetro Willems,24,Miguel Almiron,43,Matthew Longstaff,36,Sean Longstaff,10,Allan Saint-Maximin,9,Joelinton,18,Diogo Jota,9,Raul Jiménez,37,Adama Traoré,19,Jonny,28,Joao Moutinho,8,Ruben Neves,2,Matt Doherty,27,Romain Saiss,16,Conor Coady,32,Leander Dendoncker,11,Rui Patricio
10,Arsenal,Crystal Palace,1,Bernd Leno,21,Calum Chambers,5,Sokratis Papastathopoulos,23,David Luiz,3,Kieran Tierney,29,Matteo Guendouzi,34,Granit Xhaka,8,Daniel Ceballos,19,Nicolas Pépé,9,Alexandre Lacazette,14,Pierre-Emerick Aubameyang,9,Jordan Ayew,11,Wilfried Zaha,10,Andros Townsend,18,James McArthur,4,Luka Milivojevic,8,Cheikhou Kouyaté,3,Patrick van Aanholt,24,Gary Cahill,5,James Tomkins,2,Joel Ward,13,Wayne Hennessey
10,Liverpool,Tottenham Hotspur,1,Alisson Becker,66,Trent Alexander-Arnold,6,Dejan Lovren,4,Virgil van Dijk,26,Andrew Robertson,14,Jordan Henderson,3,Fabinho,5,Georginio Wijnaldum,11,Mohamed Salah,9,Roberto Firmino,10,Sadio Mané,10,Harry Kane,7,Heung-Min Son,20,Dele Alli,23,Christian Eriksen,17,Moussa Sissoko,8,Harry Winks,3,Danny Rose,6,Davinson Sánchez,4,Toby Alderweireld,24,Serge Aurier,22,Paulo Gazzaniga
10,Norwich City,Manchester United,1,Tim Krul,2,Max Aarons,24,Ibrahim Amadou,4,Ben Godfrey,12,Jamal Lewis,27,Alexander Tettey,17,Emiliano Buendia,10,Moritz Leitner,23,Kenny McLean,14,Todd Cantwell,22,Teemu Pukki,9,Anthony Martial,10,Marcus Rashford,15,Andreas Pereira,21,Daniel James,17,Fred,39,Scott McTominay,18,Ashley Young,5,Harry Maguire,2,Victor Nilsson Lindelöf,29,Aaron Wan-Bissaka,1,David De Gea
11,AFC Bournemouth,Manchester United,12,Aaron Ramsdale,15,Adam Smith,3,Steve Cook,5,Nathan Aké,21,Diego Rico,22,Harry Wilson,8,Jefferson Lerma,29,Philip Billing,24,Ryan Fraser,13,Callum Wilson,7,Joshua King,9,Anthony Martial,10,Marcus Rashford,15,Andreas Pereira,21,Daniel James,17,Fred,39,Scott McTominay,18,Ashley Young,5,Harry Maguire,2,Victor Nilsson Lindelöf,29,Aaron Wan-Bissaka,1,David De Gea
11,Arsenal,Wolverhampton Wanderers,1,Bernd Leno,21,Calum Chambers,5,Sokratis Papastathopoulos,23,David Luiz,3,Kieran Tierney,11,Lucas Torreira,29,Matteo Guendouzi,8,Daniel Ceballos,10,Mesut Özil,9,Alexandre Lacazette,14,Pierre-Emerick Aubameyang,18,Diogo Jota,9,Raul Jiménez,37,Adama Traoré,19,Jonny,8,Ruben Neves,28,Joao Moutinho,2,Matt Doherty,27,Romain Saiss,16,Conor Coady,32,Leander Dendoncker,11,Rui Patricio
11,Aston Villa,Liverpool,1,Tom Heaton,24,Frédéric Guilbert,22,Björn Engels,40,Tyrone Mings,18,Matt Targett,7,John McGinn,11,Marvelous Nakamba,6,Douglas Luiz,21,Anwar El-Ghazi,9,Wesley,17,Trezeguet,10,Sadio Mané,9,Roberto Firmino,11,Mohamed Salah,5,Georginio Wijnaldum,14,Jordan Henderson,20,Adam Lallana,26,Andrew Robertson,4,Virgil van Dijk,6,Dejan Lovren,66,Trent Alexander-Arnold,1,Alisson Becker
11,Brighton & Hove Albion,Norwich City,1,Mathew Ryan,22,Martin Montoya,15,Adam Webster,5,Lewis Dunk,33,Daniel Burn,13,Pascal Gross,24,Davy Pröpper,6,Dale Stephens,46,Steven Alzate,7,Neal Maupay,44,Aaron Connolly,22,Teemu Pukki,11,Onel Hernández,18,Marco Stiepermann,17,Emiliano Buendia,19,Tom Trybull,23,Kenny McLean,2,Max Aarons,4,Ben Godfrey,27,Alexander Tettey,12,Jamal Lewis,1,Tim Krul
11,Manchester City,Southampton,31,Ederson Moraes,2,Kyle Walker,25,Fernandinho,5,John Stones,12,Angelino,17,Kevin De Bruyne,8,Ilkay Gündogan,21,David Silva,20,Bernardo Silva,10,Sergio Agüero,7,Raheem Sterling,22,Nathan Redmond,9,Danny Ings,17,Stuart Armstrong,14,Oriol Romeu,16,James Ward-Prowse,23,Pierre-Emile Højbjerg,4,Jannik Vestergaard,5,Jack Stephens,35,Jan Bednarek,43,Yan Valery,1,Alex McCarthy
11,Sheffield United,Burnley,1,Dean Henderson,6,Chris Basham,12,John Egan,5,Jack O'Connell,2,George Baldock,7,John Lundstram,16,Oliver Norwood,4,John Fleck,3,Enda Stevens,17,David McGoldrick,22,Lys Mousset,19,Jay Rodriguez,10,Ashley Barnes,11,Dwight McNeil,4,Jack Cork,18,Ashley Westwood,13,Jeff Hendrick,23,Erik Pieters,6,Ben Mee,5,James Tarkowski,2,Matthew Lowton,1,Nick Pope
